epoch,loss
0,1.5531521
1,1.5748659
2,1.5705581
3,1.5460045
4,1.5532659
5,1.562507
6,1.5584344
7,1.5484918
8,1.5500159
9,1.5516974
10,1.5443487
11,1.5363513
12,1.5442992
13,1.5517614
14,1.5465765
15,1.5343233
16,1.5319331
17,1.536048
18,1.5344218
19,1.5269531
20,1.5252091
21,1.5292561
22,1.5282589
23,1.5229952
24,1.5228142
25,1.5248083
26,1.5230001
27,1.5201769
28,1.5230827
29,1.5241597
30,1.5201722
31,1.5184987
32,1.5196625
33,1.5181043
34,1.5168905
35,1.5171899
36,1.5163021
37,1.5166373
38,1.5159925
39,1.5161483
40,1.5159941
41,1.5152667
42,1.5154641
43,1.5147567
44,1.5148739
45,1.5143144
46,1.5144324
47,1.5139652
48,1.5140512
49,1.5136452
50,1.5137599
51,1.5132871
52,1.5133942
53,1.5129718
54,1.513076
55,1.5126455
56,1.5126797
57,1.5122913
58,1.5123068
59,1.511956
60,1.5119511
61,1.5116309
62,1.5115833
63,1.5113059
64,1.511183
65,1.5110121
66,1.5108726
67,1.5107003
68,1.5105436
69,1.5104159
70,1.5102546
71,1.5100936
72,1.5099453
73,1.5098151
74,1.5096678
75,1.5095308
76,1.509378
77,1.5092282
78,1.5090858
79,1.508959
80,1.5088313
81,1.5087
82,1.5085423
83,1.5084234
84,1.5082852
85,1.5081733
86,1.508026
87,1.5079025
88,1.5077788
89,1.5076733
90,1.507541
91,1.507428
92,1.5073073
93,1.5071824
94,1.5070794
95,1.506947
96,1.506837
97,1.5067225
98,1.5066062
99,1.5065057
100,1.5064076
101,1.5062999
102,1.5061985
103,1.5060759
104,1.5059762
105,1.5058863
106,1.5057656
107,1.5056715
108,1.5055753
109,1.5054693
110,1.5053955
111,1.505294
112,1.5052286
113,1.5051275
114,1.5050414
115,1.5049399
116,1.5048568
117,1.5047753
118,1.5046772
119,1.5046021
120,1.5045027
121,1.5044131
122,1.5043358
123,1.5042533
124,1.5042048
125,1.5041308
126,1.504052
127,1.5039872
128,1.5039076
129,1.5038373
130,1.5037705
131,1.5036918
132,1.5036187
133,1.503559
134,1.5034901
135,1.5034322
136,1.5033655
137,1.5032978
138,1.5032351
139,1.5031723
140,1.5031078
141,1.5030466
142,1.502992
143,1.5029366
144,1.5028852
145,1.5028222
146,1.502763
147,1.5027112
148,1.50266
149,1.502609
150,1.5025574
151,1.5025121
152,1.5024686
153,1.5024173
154,1.502368
155,1.5023129
156,1.5022472
157,1.5022053
158,1.5021652
159,1.5021088
160,1.5020568
161,1.5020229
162,1.5019727
163,1.5019296
164,1.5018904
165,1.5018618
166,1.501818
167,1.5017686
168,1.5017512
169,1.5017182
170,1.5016879
171,1.5016626
172,1.5016129
173,1.5015757
174,1.5015367
175,1.5014992
176,1.5014522
177,1.5014206
178,1.501384
179,1.5013539
180,1.5013307
181,1.5012841
182,1.5012494
183,1.501217
184,1.5011835
185,1.5011473
186,1.501155
187,1.50113
188,1.5010893
189,1.5010835
190,1.5010597
191,1.5010314
192,1.5010142
193,1.5009817
194,1.5009506
195,1.5009254
196,1.5009018
197,1.5008723
198,1.5008627
199,1.5008231
200,1.5008003
201,1.5007817
202,1.5007501
203,1.5007246
204,1.5007043
205,1.5006862
206,1.500664
207,1.5006372
208,1.5006204
209,1.5006042
210,1.5005962
211,1.500597
212,1.5005683
213,1.5005515
214,1.5005422
215,1.5005388
216,1.5005192
217,1.5005095
218,1.5004851
219,1.5004731
220,1.5004576
221,1.5004432
222,1.5004284
223,1.5004159
224,1.5003837
225,1.5003892
226,1.500377
227,1.5003446
228,1.5003268
229,1.5003235
230,1.5003146
231,1.5002953
232,1.5002847
233,1.5002701
234,1.5002491
235,1.500243
236,1.5002395
237,1.5002302
238,1.5002139
239,1.5002086
240,1.500194
241,1.5001875
242,1.5001789
243,1.5001843
244,1.5001717
245,1.5001715
246,1.5001465
247,1.5001308
248,1.5001343
249,1.5001327
250,1.500125
251,1.5001107
252,1.5001003
253,1.5000914
254,1.5000855
255,1.5000825
256,1.5000696
257,1.5000615
258,1.5000479
259,1.5000392
260,1.5000385
261,1.5000385
262,1.500035
263,1.5000362
264,1.5000354
265,1.50002
266,1.5000112
267,1.500009
268,1.5000105
269,1.5000033
270,1.4999956
271,1.5000056
272,1.499992
273,1.5000045
274,1.4999994
275,1.4999926
276,1.4999813
277,1.4999882
278,1.4999868
279,1.4999622
280,1.4999584
281,1.4999573
282,1.4999552
283,1.4999578
284,1.4999436
285,1.4999392
286,1.4999434
287,1.4999415
288,1.4999323
289,1.4999216
290,1.4999256
291,1.4999217
292,1.4999053
293,1.4998984
294,1.4998972
295,1.4998969
296,1.4999006
297,1.4998881
298,1.4998815
299,1.4998832
