epoch,loss
0,3.3315823
1,3.3845747
2,3.3708923
3,3.3338196
4,3.333771
5,3.3461843
6,3.3426604
7,3.3298917
8,3.3309546
9,3.3364441
10,3.34356
11,3.3385448
12,3.329142
13,3.3244674
14,3.3244066
15,3.324601
16,3.3208349
17,3.3193145
18,3.3199697
19,3.3180227
20,3.3173707
21,3.3173084
22,3.315649
23,3.3165345
24,3.3160717
25,3.3130953
26,3.3138866
27,3.315262
28,3.3134441
29,3.3106797
30,3.3091223
31,3.3090904
32,3.3055995
33,3.3066587
34,3.306586
35,3.3044045
36,3.303078
37,3.304068
38,3.3020957
39,3.3024187
40,3.3007028
41,3.2996087
42,3.2988553
43,3.2977438
44,3.2976081
45,3.2969868
46,3.2963448
47,3.295955
48,3.2950087
49,3.2944665
50,3.294057
51,3.2931352
52,3.293234
53,3.2923067
54,3.29281
55,3.2918973
56,3.2910924
57,3.2905004
58,3.2900317
59,3.2893162
60,3.2890086
61,3.288511
62,3.2881155
63,3.2874296
64,3.2869341
65,3.286454
66,3.2860074
67,3.2854464
68,3.284941
69,3.2843533
70,3.2839558
71,3.2834573
72,3.2829175
73,3.2825994
74,3.2819755
75,3.2816296
76,3.281134
77,3.280732
78,3.2802074
79,3.2798133
80,3.2793617
81,3.2789037
82,3.2785227
83,3.277983
84,3.2777252
85,3.2772667
86,3.2767682
87,3.2765553
88,3.2759433
89,3.275581
90,3.2753303
91,3.2748442
92,3.2744155
93,3.274136
94,3.2738707
95,3.2732742
96,3.2730632
97,3.272988
98,3.272315
99,3.2726266
100,3.2715945
101,3.2718604
102,3.2709544
103,3.2710886
104,3.2703867
105,3.2700315
106,3.2699528
107,3.269671
108,3.26917
109,3.2689848
110,3.2690465
111,3.268363
112,3.268253
113,3.268432
114,3.2677145
115,3.2690258
116,3.2683437
117,3.2674208
118,3.2672591
119,3.2677226
120,3.2674026
121,3.266313
122,3.2659671
123,3.266294
124,3.265548
125,3.2668362
126,3.2662737
127,3.2654176
128,3.2651515
129,3.2659569
130,3.2656765
131,3.2644887
132,3.26435
133,3.2648401
134,3.2641969
135,3.264979
136,3.2646976
137,3.263703
138,3.2637663
139,3.2641675
140,3.2638373
141,3.2635448
142,3.2632132
143,3.2636235
144,3.263325
145,3.2629733
146,3.2629094
147,3.2626865
148,3.2624297
149,3.2629616
150,3.2627273
151,3.262237
152,3.2620676
153,3.2627356
154,3.262527
155,3.261741
156,3.261626
157,3.2619991
158,3.2615674
159,3.2621033
160,3.2620337
161,3.2612538
162,3.2614582
163,3.261129
164,3.2608972
165,3.2611043
166,3.2607615
167,3.2610214
168,3.260672
169,3.260559
170,3.2606306
171,3.2604415
172,3.2603667
173,3.2603896
174,3.2601943
175,3.2602408
176,3.2601397
177,3.260039
178,3.2600753
179,3.259994
180,3.2598727
181,3.259913
182,3.2597597
183,3.2596622
184,3.2597163
185,3.2595365
186,3.2595472
187,3.2594903
188,3.2593617
189,3.259346
190,3.259236
191,3.2592278
192,3.2591412
193,3.2590733
194,3.2590559
195,3.2589586
196,3.258928
197,3.2588947
198,3.2588184
199,3.258804
200,3.2587676
201,3.2586536
202,3.2585957
203,3.2585788
204,3.2584648
205,3.2584474
206,3.258342
207,3.2582614
208,3.2581847
209,3.2580307
210,3.2579288
211,3.2578602
212,3.25742
213,3.2572913
214,3.2574718
215,3.257617
216,3.257463
217,3.2572305
218,3.2569492
219,3.2568858
220,3.257019
221,3.2570167
222,3.2567563
223,3.2565942
224,3.2565992
225,3.2565885
226,3.2565851
227,3.256482
228,3.256327
229,3.2562475
230,3.2563145
231,3.2562318
232,3.2561064
233,3.256038
234,3.2560225
235,3.2559757
236,3.2559338
237,3.2558155
238,3.255798
239,3.2556918
240,3.2556953
241,3.2556076
242,3.2555792
243,3.25554
244,3.255486
245,3.255429
246,3.2553773
247,3.255344
248,3.2553065
249,3.2552493
250,3.2551937
251,3.2551723
252,3.2551076
253,3.255042
254,3.2550519
255,3.2549932
256,3.2549465
257,3.254863
258,3.2548661
259,3.2548418
260,3.2548275
261,3.2547643
262,3.2547178
263,3.2546644
264,3.2546062
265,3.2545874
266,3.2545636
267,3.254515
268,3.2544763
269,3.2544417
270,3.2543929
271,3.254349
272,3.25435
273,3.254339
274,3.254291
275,3.254226
276,3.2541716
277,3.254194
278,3.2541437
279,3.2541676
280,3.2541046
281,3.2540915
282,3.2540586
283,3.2540164
284,3.2539833
285,3.253944
286,3.253911
287,3.2538872
288,3.253851
289,3.253865
290,3.2538319
291,3.253767
292,3.2537408
293,3.2537458
294,3.253725
295,3.2537062
296,3.2536695
297,3.2536595
298,3.253644
299,3.2535896
300,3.2535777
301,3.2535086
302,3.2535331
303,3.2535076
304,3.2534592
305,3.253424
306,3.2534223
307,3.2533872
308,3.2533803
309,3.2533717
310,3.2533185
311,3.2533264
312,3.253309
313,3.253267
314,3.2532794
315,3.2532303
316,3.2532039
317,3.2532425
318,3.253222
319,3.2531557
320,3.2531822
321,3.2531633
322,3.2531562
323,3.2531154
324,3.2531154
325,3.253106
326,3.2530527
327,3.2530541
328,3.2530472
329,3.2529912
330,3.2529826
331,3.2529285
332,3.2529442
333,3.2529156
334,3.252889
335,3.2528484
336,3.2528365
337,3.2528315
338,3.2528234
339,3.2527945
340,3.2527418
341,3.252771
342,3.2527702
343,3.2527633
344,3.2527654
345,3.2527604
346,3.2527602
347,3.2526999
348,3.2527215
349,3.2526743
350,3.2526388
351,3.2526808
352,3.2526464
353,3.2525933
354,3.2525978
355,3.252597
356,3.2525864
357,3.2525606
358,3.2525644
359,3.2525377
360,3.2525284
361,3.2525425
362,3.2525287
363,3.2524934
364,3.2524595
365,3.252485
366,3.2524781
367,3.252461
368,3.2524774
369,3.252477
370,3.2523787
371,3.2523706
372,3.2523897
373,3.2524173
374,3.2524085
375,3.2523828
376,3.2524016
377,3.2524087
378,3.2523427
379,3.2523596
380,3.2523391
381,3.2522914
382,3.2522783
383,3.2523127
384,3.2523117
385,3.2522573
386,3.2522805
387,3.2522447
388,3.252278
389,3.252235
390,3.2522454
391,3.2522488
392,3.2522588
393,3.252216
394,3.252211
395,3.2522106
396,3.2522109
397,3.2522092
398,3.252168
399,3.2521942
400,3.252158
401,3.2521536
402,3.252193
403,3.25218
404,3.2521312
405,3.252134
406,3.25213
407,3.2521477
408,3.2520916
409,3.252095
410,3.2521482
411,3.2520788
412,3.2521157
413,3.252114
414,3.2521062
415,3.2520757
416,3.2520313
417,3.2520561
418,3.2520452
419,3.251995
420,3.251994
421,3.2520425
422,3.2520387
423,3.2520058
424,3.251991
425,3.2520068
426,3.251962
427,3.2519739
428,3.252027
429,3.2519753
430,3.2519643
431,3.2519848
432,3.2519996
433,3.251962
434,3.2519643
435,3.2519398
436,3.251994
437,3.2519493
438,3.2519422
439,3.251973
440,3.2519267
441,3.251948
442,3.251974
443,3.2519574
444,3.2519593
445,3.2519226
446,3.2519345
447,3.251937
448,3.2519166
449,3.2519221
450,3.251916
451,3.251897
452,3.2519083
453,3.2518635
454,3.251908
455,3.2518702
456,3.2518585
457,3.2518528
458,3.251841
459,3.2518442
460,3.2518344
461,3.2518132
462,3.2518134
463,3.251868
464,3.2518594
465,3.2518337
466,3.251838
467,3.251796
468,3.2517843
469,3.2518005
470,3.2517905
471,3.2518137
472,3.2518172
473,3.2518246
474,3.25178
475,3.2517767
476,3.2517917
477,3.251791
478,3.2517657
479,3.2517555
480,3.2517536
481,3.2517228
482,3.2517285
483,3.2517533
484,3.2517083
485,3.2517493
486,3.2517405
487,3.251748
488,3.2517295
489,3.2517164
490,3.2517147
491,3.251734
492,3.2517118
493,3.2517343
494,3.2516937
495,3.2517047
496,3.2517042
497,3.2516994
498,3.2517056
499,3.2516658
500,3.2516649
501,3.2516758
502,3.2516603
503,3.2516596
504,3.2516377
505,3.2516387
506,3.2516346
507,3.251648
508,3.2516496
509,3.2516906
510,3.251699
511,3.2516942
512,3.2516568
513,3.251656
514,3.251662
515,3.2516513
516,3.2516606
517,3.2516544
518,3.2516584
519,3.2516353
520,3.2516344
521,3.2516456
522,3.251626
523,3.2516906
524,3.251705
525,3.2516742
526,3.2516296
527,3.2516563
528,3.2516468
529,3.2516446
530,3.2516444
531,3.2516363
532,3.251639
533,3.2516139
534,3.2516465
535,3.2516484
536,3.2516565
537,3.2516065
538,3.2516108
539,3.2516077
540,3.251655
541,3.2516587
542,3.2516541
543,3.2516112
544,3.251616
545,3.2516115
546,3.2516046
547,3.2516136
548,3.251621
549,3.251622
550,3.2516077
551,3.251613
552,3.2515857
553,3.2515833
554,3.2515986
555,3.251627
556,3.251651
557,3.2516243
558,3.2516127
559,3.2515996
560,3.251632
561,3.2516356
562,3.2516394
563,3.251624
564,3.2516274
565,3.2516046
566,3.2516336
567,3.2516189
568,3.2516394
569,3.251639
570,3.2516446
571,3.2516298
572,3.2516181
573,3.2516131
574,3.2516055
575,3.2515974
576,3.2516296
577,3.2515986
578,3.2515743
579,3.251573
580,3.2516081
581,3.2516377
582,3.251614
583,3.2516139
584,3.251596
585,3.2515783
586,3.2515876
587,3.251581
588,3.2515624
589,3.2515743
590,3.2516005
591,3.251597
592,3.2516048
593,3.2515955
594,3.251587
595,3.251576
596,3.251579
597,3.2515767
598,3.251585
599,3.2515867
