delta,transformedValue,naturalValue,delta2,transformedValue2,naturalValue2,loss
-0.75,0.3623402,1.4366876,-0.19687499,0.47099698,0.47099698,3.8497455
-0.75,0.3623402,1.4366876,-0.175,0.49287194,0.49287194,3.6212354
-0.75,0.3623402,1.4366876,-0.153125,0.51474696,0.51474696,3.389503
-0.75,0.3623402,1.4366876,-0.13125,0.5366219,0.5366219,3.1725998
-0.75,0.3623402,1.4366876,-0.109375,0.55849695,0.55849695,2.9755795
-0.75,0.3623402,1.4366876,-0.087500006,0.580372,0.580372,2.7635674
-0.75,0.3623402,1.4366876,-0.06562501,0.60224694,0.60224694,2.5591936
-0.75,0.3623402,1.4366876,-0.043749988,0.62412196,0.62412196,2.3700223
-0.75,0.3623402,1.4366876,-0.021874994,0.6459969,0.6459969,2.1833472
-0.75,0.3623402,1.4366876,0.0,0.66787195,0.66787195,2.0097158
-0.75,0.3623402,1.4366876,0.021874994,0.689747,0.689747,1.849355
-0.75,0.3623402,1.4366876,0.043749988,0.71162194,0.71162194,1.7009128
-0.75,0.3623402,1.4366876,0.06562501,0.73349696,0.73349696,1.559551
-0.75,0.3623402,1.4366876,0.087500006,0.7553719,0.7553719,1.4301237
-0.75,0.3623402,1.4366876,0.109375,0.77724695,0.77724695,1.3146324
-0.75,0.3623402,1.4366876,0.13125,0.799122,0.799122,1.213416
-0.75,0.3623402,1.4366876,0.15312502,0.820997,0.820997,1.1188042
-0.75,0.3623402,1.4366876,0.17499998,0.8428719,0.8428719,1.0331749
-0.75,0.3623402,1.4366876,0.196875,0.8647469,0.8647469,0.951818
-0.75,0.3623402,1.4366876,0.21874997,0.88662195,0.88662195,0.89391965
-0.75,0.3623402,1.4366876,0.240625,0.908497,0.908497,0.88362163
-0.75,0.3623402,1.4366876,0.26250002,0.930372,0.930372,0.92645293
-0.75,0.3623402,1.4366876,0.28437498,0.9522469,0.9522469,1.0502491
-0.75,0.3623402,1.4366876,0.30625,0.9741219,0.9741219,1.2224326
-0.75,0.3623402,1.4366876,0.32812497,0.99599695,0.99599695,1.4101673
-0.75,0.3623402,1.4366876,0.35,1.017872,1.017872,1.5900787
-0.625,0.4873402,1.6279804,-0.35,0.31787196,0.31787196,4.049386
-0.625,0.4873402,1.6279804,-0.328125,0.33974695,0.33974695,4.336157
-0.625,0.4873402,1.6279804,-0.30625,0.36162195,0.36162195,4.3605514
-0.625,0.4873402,1.6279804,-0.284375,0.38349694,0.38349694,4.356227
-0.625,0.4873402,1.6279804,-0.2625,0.40537196,0.40537196,4.2980165
-0.625,0.4873402,1.6279804,-0.240625,0.42724696,0.42724696,4.13879
-0.625,0.4873402,1.6279804,-0.21875,0.44912195,0.44912195,3.9420068
-0.625,0.4873402,1.6279804,-0.19687499,0.47099698,0.47099698,3.7111228
-0.625,0.4873402,1.6279804,-0.175,0.49287194,0.49287194,3.464804
-0.625,0.4873402,1.6279804,-0.153125,0.51474696,0.51474696,3.2124863
-0.625,0.4873402,1.6279804,-0.13125,0.5366219,0.5366219,2.9806142
-0.625,0.4873402,1.6279804,-0.109375,0.55849695,0.55849695,2.7568731
-0.625,0.4873402,1.6279804,-0.087500006,0.580372,0.580372,2.536828
-0.625,0.4873402,1.6279804,-0.06562501,0.60224694,0.60224694,2.3281593
-0.625,0.4873402,1.6279804,-0.043749988,0.62412196,0.62412196,2.1309247
-0.625,0.4873402,1.6279804,-0.021874994,0.6459969,0.6459969,1.9428455
-0.625,0.4873402,1.6279804,0.0,0.66787195,0.66787195,1.7666416
-0.625,0.4873402,1.6279804,0.021874994,0.689747,0.689747,1.5987713
-0.625,0.4873402,1.6279804,0.043749988,0.71162194,0.71162194,1.4469179
-0.625,0.4873402,1.6279804,0.06562501,0.73349696,0.73349696,1.3006403
-0.625,0.4873402,1.6279804,0.087500006,0.7553719,0.7553719,1.1684953
-0.625,0.4873402,1.6279804,0.109375,0.77724695,0.77724695,1.049988
-0.625,0.4873402,1.6279804,0.13125,0.799122,0.799122,0.9308275
-0.625,0.4873402,1.6279804,0.15312502,0.820997,0.820997,0.8186006
-0.625,0.4873402,1.6279804,0.17499998,0.8428719,0.8428719,0.759269
-0.625,0.4873402,1.6279804,0.196875,0.8647469,0.8647469,0.79701626
-0.625,0.4873402,1.6279804,0.21874997,0.88662195,0.88662195,0.9446446
-0.625,0.4873402,1.6279804,0.240625,0.908497,0.908497,1.1533217
-0.625,0.4873402,1.6279804,0.26250002,0.930372,0.930372,1.3699685
-0.625,0.4873402,1.6279804,0.28437498,0.9522469,0.9522469,1.5700164
-0.625,0.4873402,1.6279804,0.30625,0.9741219,0.9741219,1.7557656
-0.625,0.4873402,1.6279804,0.32812497,0.99599695,0.99599695,1.927472
-0.625,0.4873402,1.6279804,0.35,1.017872,1.017872,2.095886
-0.5,0.6123402,1.8447435,-0.35,0.31787196,0.31787196,4.0770416
-0.5,0.6123402,1.8447435,-0.328125,0.33974695,0.33974695,4.337443
-0.5,0.6123402,1.8447435,-0.30625,0.36162195,0.36162195,4.353295
-0.5,0.6123402,1.8447435,-0.284375,0.38349694,0.38349694,4.3448405
-0.5,0.6123402,1.8447435,-0.2625,0.40537196,0.40537196,4.2308064
-0.5,0.6123402,1.8447435,-0.240625,0.42724696,0.42724696,4.0585804
-0.5,0.6123402,1.8447435,-0.21875,0.44912195,0.44912195,3.8247144
-0.5,0.6123402,1.8447435,-0.19687499,0.47099698,0.47099698,3.5710816
-0.5,0.6123402,1.8447435,-0.175,0.49287194,0.49287194,3.3062115
-0.5,0.6123402,1.8447435,-0.153125,0.51474696,0.51474696,3.03747
-0.5,0.6123402,1.8447435,-0.13125,0.5366219,0.5366219,2.78063
-0.5,0.6123402,1.8447435,-0.109375,0.55849695,0.55849695,2.5454457
-0.5,0.6123402,1.8447435,-0.087500006,0.580372,0.580372,2.3112466
-0.5,0.6123402,1.8447435,-0.06562501,0.60224694,0.60224694,2.0974598
-0.5,0.6123402,1.8447435,-0.043749988,0.62412196,0.62412196,1.8941245
-0.5,0.6123402,1.8447435,-0.021874994,0.6459969,0.6459969,1.7045094
-0.5,0.6123402,1.8447435,0.0,0.66787195,0.66787195,1.523737
-0.5,0.6123402,1.8447435,0.021874994,0.689747,0.689747,1.3547498
-0.5,0.6123402,1.8447435,0.043749988,0.71162194,0.71162194,1.1970155
-0.5,0.6123402,1.8447435,0.06562501,0.73349696,0.73349696,1.0325336
-0.5,0.6123402,1.8447435,0.087500006,0.7553719,0.7553719,0.8615697
-0.5,0.6123402,1.8447435,0.109375,0.77724695,0.77724695,0.7079002
-0.5,0.6123402,1.8447435,0.13125,0.799122,0.799122,0.6348568
-0.5,0.6123402,1.8447435,0.15312502,0.820997,0.820997,0.74713904
-0.5,0.6123402,1.8447435,0.17499998,0.8428719,0.8428719,0.97238904
-0.5,0.6123402,1.8447435,0.196875,0.8647469,0.8647469,1.2116573
-0.5,0.6123402,1.8447435,0.21874997,0.88662195,0.88662195,1.4422599
-0.5,0.6123402,1.8447435,0.240625,0.908497,0.908497,1.6524526
-0.5,0.6123402,1.8447435,0.26250002,0.930372,0.930372,1.8403943
-0.5,0.6123402,1.8447435,0.28437498,0.9522469,0.9522469,2.0130162
-0.5,0.6123402,1.8447435,0.30625,0.9741219,0.9741219,2.194302
-0.5,0.6123402,1.8447435,0.32812497,0.99599695,0.99599695,2.3779793
-0.5,0.6123402,1.8447435,0.35,1.017872,1.017872,2.5549855
-0.375,0.7373402,2.0903683,-0.35,0.31787196,0.31787196,4.1164103
-0.375,0.7373402,2.0903683,-0.328125,0.33974695,0.33974695,4.3393936
-0.375,0.7373402,2.0903683,-0.30625,0.36162195,0.36162195,4.3481116
-0.375,0.7373402,2.0903683,-0.284375,0.38349694,0.38349694,4.336448
-0.375,0.7373402,2.0903683,-0.2625,0.40537196,0.40537196,4.179973
-0.375,0.7373402,2.0903683,-0.240625,0.42724696,0.42724696,3.9687402
-0.375,0.7373402,2.0903683,-0.21875,0.44912195,0.44912195,3.713944
-0.375,0.7373402,2.0903683,-0.19687499,0.47099698,0.47099698,3.4355733
-0.375,0.7373402,2.0903683,-0.175,0.49287194,0.49287194,3.1547277
-0.375,0.7373402,2.0903683,-0.153125,0.51474696,0.51474696,2.860041
-0.375,0.7373402,2.0903683,-0.13125,0.5366219,0.5366219,2.584235
-0.375,0.7373402,2.0903683,-0.109375,0.55849695,0.55849695,2.3429327
-0.375,0.7373402,2.0903683,-0.087500006,0.580372,0.580372,2.1060169
-0.375,0.7373402,2.0903683,-0.06562501,0.60224694,0.60224694,1.8763613
-0.375,0.7373402,2.0903683,-0.043749988,0.62412196,0.62412196,1.6671576
-0.375,0.7373402,2.0903683,-0.021874994,0.6459969,0.6459969,1.471561
-0.375,0.7373402,2.0903683,0.0,0.66787195,0.66787195,1.2801994
-0.375,0.7373402,2.0903683,0.021874994,0.689747,0.689747,1.0944439
-0.375,0.7373402,2.0903683,0.043749988,0.71162194,0.71162194,0.8832984
-0.375,0.7373402,2.0903683,0.06562501,0.73349696,0.73349696,0.65754366
-0.375,0.7373402,2.0903683,0.087500006,0.7553719,0.7553719,0.5172934
-0.375,0.7373402,2.0903683,0.109375,0.77724695,0.77724695,0.6648725
-0.375,0.7373402,2.0903683,0.13125,0.799122,0.799122,0.9348762
-0.375,0.7373402,2.0903683,0.15312502,0.820997,0.820997,1.1922312
-0.375,0.7373402,2.0903683,0.17499998,0.8428719,0.8428719,1.4396129
-0.375,0.7373402,2.0903683,0.196875,0.8647469,0.8647469,1.6614298
-0.375,0.7373402,2.0903683,0.21874997,0.88662195,0.88662195,1.8535609
-0.375,0.7373402,2.0903683,0.240625,0.908497,0.908497,2.0419319
-0.375,0.7373402,2.0903683,0.26250002,0.930372,0.930372,2.2361932
-0.375,0.7373402,2.0903683,0.28437498,0.9522469,0.9522469,2.4277656
-0.375,0.7373402,2.0903683,0.30625,0.9741219,0.9741219,2.6079047
-0.375,0.7373402,2.0903683,0.32812497,0.99599695,0.99599695,2.7772796
-0.375,0.7373402,2.0903683,0.35,1.017872,1.017872,2.9488919
-0.25,0.8623402,2.3686974,-0.35,0.31787196,0.31787196,4.1581445
-0.25,0.8623402,2.3686974,-0.328125,0.33974695,0.33974695,4.3400207
-0.25,0.8623402,2.3686974,-0.30625,0.36162195,0.36162195,4.3509197
-0.25,0.8623402,2.3686974,-0.284375,0.38349694,0.38349694,4.290135
-0.25,0.8623402,2.3686974,-0.2625,0.40537196,0.40537196,4.1169057
-0.25,0.8623402,2.3686974,-0.240625,0.42724696,0.42724696,3.888351
-0.25,0.8623402,2.3686974,-0.21875,0.44912195,0.44912195,3.6016386
-0.25,0.8623402,2.3686974,-0.19687499,0.47099698,0.47099698,3.300723
-0.25,0.8623402,2.3686974,-0.175,0.49287194,0.49287194,2.9988074
-0.25,0.8623402,2.3686974,-0.153125,0.51474696,0.51474696,2.6834462
-0.25,0.8623402,2.3686974,-0.13125,0.5366219,0.5366219,2.3913686
-0.25,0.8623402,2.3686974,-0.109375,0.55849695,0.55849695,2.1361973
-0.25,0.8623402,2.3686974,-0.087500006,0.580372,0.580372,1.8932368
-0.25,0.8623402,2.3686974,-0.06562501,0.60224694,0.60224694,1.6632383
-0.25,0.8623402,2.3686974,-0.043749988,0.62412196,0.62412196,1.4428645
-0.25,0.8623402,2.3686974,-0.021874994,0.6459969,0.6459969,1.2300849
-0.25,0.8623402,2.3686974,0.0,0.66787195,0.66787195,1.0058688
-0.25,0.8623402,2.3686974,0.021874994,0.689747,0.689747,0.74174356
-0.25,0.8623402,2.3686974,0.043749988,0.71162194,0.71162194,0.48448345
-0.25,0.8623402,2.3686974,0.06562501,0.73349696,0.73349696,0.48634928
-0.25,0.8623402,2.3686974,0.087500006,0.7553719,0.7553719,0.7957263
-0.25,0.8623402,2.3686974,0.109375,0.77724695,0.77724695,1.0919743
-0.25,0.8623402,2.3686974,0.13125,0.799122,0.799122,1.3512968
-0.25,0.8623402,2.3686974,0.15312502,0.820997,0.820997,1.5866368
-0.25,0.8623402,2.3686974,0.17499998,0.8428719,0.8428719,1.8049864
-0.25,0.8623402,2.3686974,0.196875,0.8647469,0.8647469,2.0074728
-0.25,0.8623402,2.3686974,0.21874997,0.88662195,0.88662195,2.2044764
-0.25,0.8623402,2.3686974,0.240625,0.908497,0.908497,2.407287
-0.25,0.8623402,2.3686974,0.26250002,0.930372,0.930372,2.6031852
-0.25,0.8623402,2.3686974,0.28437498,0.9522469,0.9522469,2.789418
-0.25,0.8623402,2.3686974,0.30625,0.9741219,0.9741219,2.9712029
-0.25,0.8623402,2.3686974,0.32812497,0.99599695,0.99599695,3.1560004
-0.25,0.8623402,2.3686974,0.35,1.017872,1.017872,3.344011
-0.125,0.9873402,2.6840858,-0.35,0.31787196,0.31787196,4.182215
-0.125,0.9873402,2.6840858,-0.328125,0.33974695,0.33974695,4.339427
-0.125,0.9873402,2.6840858,-0.30625,0.36162195,0.36162195,4.3473167
-0.125,0.9873402,2.6840858,-0.284375,0.38349694,0.38349694,4.248954
-0.125,0.9873402,2.6840858,-0.2625,0.40537196,0.40537196,4.072175
-0.125,0.9873402,2.6840858,-0.240625,0.42724696,0.42724696,3.7959425
-0.125,0.9873402,2.6840858,-0.21875,0.44912195,0.44912195,3.4781346
-0.125,0.9873402,2.6840858,-0.19687499,0.47099698,0.47099698,3.164068
-0.125,0.9873402,2.6840858,-0.175,0.49287194,0.49287194,2.8432992
-0.125,0.9873402,2.6840858,-0.153125,0.51474696,0.51474696,2.521723
-0.125,0.9873402,2.6840858,-0.13125,0.5366219,0.5366219,2.2119892
-0.125,0.9873402,2.6840858,-0.109375,0.55849695,0.55849695,1.9514709
-0.125,0.9873402,2.6840858,-0.087500006,0.580372,0.580372,1.703988
-0.125,0.9873402,2.6840858,-0.06562501,0.60224694,0.60224694,1.4624805
-0.125,0.9873402,2.6840858,-0.043749988,0.62412196,0.62412196,1.2219795
-0.125,0.9873402,2.6840858,-0.021874994,0.6459969,0.6459969,0.95192105
-0.125,0.9873402,2.6840858,0.0,0.66787195,0.66787195,0.6211797
-0.125,0.9873402,2.6840858,0.021874994,0.689747,0.689747,0.32173482
-0.125,0.9873402,2.6840858,0.043749988,0.71162194,0.71162194,0.5268553
-0.125,0.9873402,2.6840858,0.06562501,0.73349696,0.73349696,0.865641
-0.125,0.9873402,2.6840858,0.087500006,0.7553719,0.7553719,1.162941
-0.125,0.9873402,2.6840858,0.109375,0.77724695,0.77724695,1.4257138
-0.125,0.9873402,2.6840858,0.13125,0.799122,0.799122,1.6710044
-0.125,0.9873402,2.6840858,0.15312502,0.820997,0.820997,1.8976612
-0.125,0.9873402,2.6840858,0.17499998,0.8428719,0.8428719,2.1053276
-0.125,0.9873402,2.6840858,0.196875,0.8647469,0.8647469,2.3242593
-0.125,0.9873402,2.6840858,0.21874997,0.88662195,0.88662195,2.5353909
-0.125,0.9873402,2.6840858,0.240625,0.908497,0.908497,2.7297335
-0.125,0.9873402,2.6840858,0.26250002,0.930372,0.930372,2.9172254
-0.125,0.9873402,2.6840858,0.28437498,0.9522469,0.9522469,3.1153069
-0.125,0.9873402,2.6840858,0.30625,0.9741219,0.9741219,3.3190541
-0.125,0.9873402,2.6840858,0.32812497,0.99599695,0.99599695,3.5222821
-0.125,0.9873402,2.6840858,0.35,1.017872,1.017872,3.7154233
0.0,1.1123402,3.0414677,-0.35,0.31787196,0.31787196,4.2041187
0.0,1.1123402,3.0414677,-0.328125,0.33974695,0.33974695,4.340706
0.0,1.1123402,3.0414677,-0.30625,0.36162195,0.36162195,4.3408756
0.0,1.1123402,3.0414677,-0.284375,0.38349694,0.38349694,4.2129445
0.0,1.1123402,3.0414677,-0.2625,0.40537196,0.40537196,4.0081077
0.0,1.1123402,3.0414677,-0.240625,0.42724696,0.42724696,3.6972055
0.0,1.1123402,3.0414677,-0.21875,0.44912195,0.44912195,3.3617203
0.0,1.1123402,3.0414677,-0.19687499,0.47099698,0.47099698,3.0343573
0.0,1.1123402,3.0414677,-0.175,0.49287194,0.49287194,2.6992908
0.0,1.1123402,3.0414677,-0.153125,0.51474696,0.51474696,2.368378
0.0,1.1123402,3.0414677,-0.13125,0.5366219,0.5366219,2.0530248
0.0,1.1123402,3.0414677,-0.109375,0.55849695,0.55849695,1.7680577
0.0,1.1123402,3.0414677,-0.087500006,0.580372,0.580372,1.5086031
0.0,1.1123402,3.0414677,-0.06562501,0.60224694,0.60224694,1.244694
0.0,1.1123402,3.0414677,-0.043749988,0.62412196,0.62412196,0.9346617
0.0,1.1123402,3.0414677,-0.021874994,0.6459969,0.6459969,0.5148481
0.0,1.1123402,3.0414677,0.0,0.66787195,0.66787195,9.0230606e-07
0.0,1.1123402,3.0414677,0.021874994,0.689747,0.689747,0.50573957
0.0,1.1123402,3.0414677,0.043749988,0.71162194,0.71162194,0.89043856
0.0,1.1123402,3.0414677,0.06562501,0.73349696,0.73349696,1.215553
0.0,1.1123402,3.0414677,0.087500006,0.7553719,0.7553719,1.4672183
0.0,1.1123402,3.0414677,0.109375,0.77724695,0.77724695,1.7194544
0.0,1.1123402,3.0414677,0.13125,0.799122,0.799122,1.9599674
0.0,1.1123402,3.0414677,0.15312502,0.820997,0.820997,2.1739151
0.0,1.1123402,3.0414677,0.17499998,0.8428719,0.8428719,2.397464
0.0,1.1123402,3.0414677,0.196875,0.8647469,0.8647469,2.6196837
0.0,1.1123402,3.0414677,0.21874997,0.88662195,0.88662195,2.829168
0.0,1.1123402,3.0414677,0.240625,0.908497,0.908497,3.0240254
0.0,1.1123402,3.0414677,0.26250002,0.930372,0.930372,3.2324555
0.0,1.1123402,3.0414677,0.28437498,0.9522469,0.9522469,3.4445963
0.0,1.1123402,3.0414677,0.30625,0.9741219,0.9741219,3.6497893
0.0,1.1123402,3.0414677,0.32812497,0.99599695,0.99599695,3.8508053
0.0,1.1123402,3.0414677,0.35,1.017872,1.017872,4.0431657
0.125,1.2373402,3.4464345,-0.35,0.31787196,0.31787196,4.220134
0.125,1.2373402,3.4464345,-0.328125,0.33974695,0.33974695,4.344588
0.125,1.2373402,3.4464345,-0.30625,0.36162195,0.36162195,4.3423862
0.125,1.2373402,3.4464345,-0.284375,0.38349694,0.38349694,4.191534
0.125,1.2373402,3.4464345,-0.2625,0.40537196,0.40537196,3.9396167
0.125,1.2373402,3.4464345,-0.240625,0.42724696,0.42724696,3.6070561
0.125,1.2373402,3.4464345,-0.21875,0.44912195,0.44912195,3.2636101
0.125,1.2373402,3.4464345,-0.19687499,0.47099698,0.47099698,2.9216669
0.125,1.2373402,3.4464345,-0.175,0.49287194,0.49287194,2.5649364
0.125,1.2373402,3.4464345,-0.153125,0.51474696,0.51474696,2.2337806
0.125,1.2373402,3.4464345,-0.13125,0.5366219,0.5366219,1.9185057
0.125,1.2373402,3.4464345,-0.109375,0.55849695,0.55849695,1.6183326
0.125,1.2373402,3.4464345,-0.087500006,0.580372,0.580372,1.3374246
0.125,1.2373402,3.4464345,-0.06562501,0.60224694,0.60224694,1.0340935
0.125,1.2373402,3.4464345,-0.043749988,0.62412196,0.62412196,0.6454298
0.125,1.2373402,3.4464345,-0.021874994,0.6459969,0.6459969,0.32144597
0.125,1.2373402,3.4464345,0.0,0.66787195,0.66787195,0.60244584
0.125,1.2373402,3.4464345,0.021874994,0.689747,0.689747,0.94964325
0.125,1.2373402,3.4464345,0.043749988,0.71162194,0.71162194,1.2376599
0.125,1.2373402,3.4464345,0.06562501,0.73349696,0.73349696,1.4967598
0.125,1.2373402,3.4464345,0.087500006,0.7553719,0.7553719,1.7317302
0.125,1.2373402,3.4464345,0.109375,0.77724695,0.77724695,1.9676647
0.125,1.2373402,3.4464345,0.13125,0.799122,0.799122,2.1996312
0.125,1.2373402,3.4464345,0.15312502,0.820997,0.820997,2.4209113
0.125,1.2373402,3.4464345,0.17499998,0.8428719,0.8428719,2.6468818
0.125,1.2373402,3.4464345,0.196875,0.8647469,0.8647469,2.8742332
0.125,1.2373402,3.4464345,0.21874997,0.88662195,0.88662195,3.0976133
0.125,1.2373402,3.4464345,0.240625,0.908497,0.908497,3.3113444
0.125,1.2373402,3.4464345,0.26250002,0.930372,0.930372,3.52446
0.125,1.2373402,3.4464345,0.28437498,0.9522469,0.9522469,3.7449923
0.125,1.2373402,3.4464345,0.30625,0.9741219,0.9741219,3.9622424
0.125,1.2373402,3.4464345,0.32812497,0.99599695,0.99599695,4.1727314
0.125,1.2373402,3.4464345,0.35,1.017872,1.017872,4.3791566
0.25,1.3623402,3.9053218,-0.35,0.31787196,0.31787196,4.2333636
0.25,1.3623402,3.9053218,-0.328125,0.33974695,0.33974695,4.3422813
0.25,1.3623402,3.9053218,-0.30625,0.36162195,0.36162195,4.314263
0.25,1.3623402,3.9053218,-0.284375,0.38349694,0.38349694,4.1792517
0.25,1.3623402,3.9053218,-0.2625,0.40537196,0.40537196,3.8851898
0.25,1.3623402,3.9053218,-0.240625,0.42724696,0.42724696,3.5224993
0.25,1.3623402,3.9053218,-0.21875,0.44912195,0.44912195,3.1673968
0.25,1.3623402,3.9053218,-0.19687499,0.47099698,0.47099698,2.8142545
0.25,1.3623402,3.9053218,-0.175,0.49287194,0.49287194,2.452106
0.25,1.3623402,3.9053218,-0.153125,0.51474696,0.51474696,2.112134
0.25,1.3623402,3.9053218,-0.13125,0.5366219,0.5366219,1.802362
0.25,1.3623402,3.9053218,-0.109375,0.55849695,0.55849695,1.4966298
0.25,1.3623402,3.9053218,-0.087500006,0.580372,0.580372,1.1868123
0.25,1.3623402,3.9053218,-0.06562501,0.60224694,0.60224694,0.8156003
0.25,1.3623402,3.9053218,-0.043749988,0.62412196,0.62412196,0.45892915
0.25,1.3623402,3.9053218,-0.021874994,0.6459969,0.6459969,0.6270044
0.25,1.3623402,3.9053218,0.0,0.66787195,0.66787195,0.9458543
0.25,1.3623402,3.9053218,0.021874994,0.689747,0.689747,1.230311
0.25,1.3623402,3.9053218,0.043749988,0.71162194,0.71162194,1.4852191
0.25,1.3623402,3.9053218,0.06562501,0.73349696,0.73349696,1.7278407
0.25,1.3623402,3.9053218,0.087500006,0.7553719,0.7553719,1.9713051
0.25,1.3623402,3.9053218,0.109375,0.77724695,0.77724695,2.2034552
0.25,1.3623402,3.9053218,0.13125,0.799122,0.799122,2.4345763
0.25,1.3623402,3.9053218,0.15312502,0.820997,0.820997,2.6659377
0.25,1.3623402,3.9053218,0.17499998,0.8428719,0.8428719,2.892489
0.25,1.3623402,3.9053218,0.196875,0.8647469,0.8647469,3.1244102
0.25,1.3623402,3.9053218,0.21874997,0.88662195,0.88662195,3.3541274
0.25,1.3623402,3.9053218,0.240625,0.908497,0.908497,3.5824862
0.25,1.3623402,3.9053218,0.26250002,0.930372,0.930372,3.8031752
0.25,1.3623402,3.9053218,0.28437498,0.9522469,0.9522469,4.0179725
0.25,1.3623402,3.9053218,0.30625,0.9741219,0.9741219,4.2372093
0.25,1.3623402,3.9053218,0.32812497,0.99599695,0.99599695,4.4569955
0.25,1.3623402,3.9053218,0.35,1.017872,1.017872,4.669758
0.375,1.4873402,4.4253097,-0.35,0.31787196,0.31787196,4.2358217
0.375,1.4873402,4.4253097,-0.328125,0.33974695,0.33974695,4.3378572
0.375,1.4873402,4.4253097,-0.30625,0.36162195,0.36162195,4.296367
0.375,1.4873402,4.4253097,-0.284375,0.38349694,0.38349694,4.140569
0.375,1.4873402,4.4253097,-0.2625,0.40537196,0.40537196,3.8391159
0.375,1.4873402,4.4253097,-0.240625,0.42724696,0.42724696,3.4442503
0.375,1.4873402,4.4253097,-0.21875,0.44912195,0.44912195,3.0833797
0.375,1.4873402,4.4253097,-0.19687499,0.47099698,0.47099698,2.717554
0.375,1.4873402,4.4253097,-0.175,0.49287194,0.49287194,2.3587956
0.375,1.4873402,4.4253097,-0.153125,0.51474696,0.51474696,2.016814
0.375,1.4873402,4.4253097,-0.13125,0.5366219,0.5366219,1.7017779
0.375,1.4873402,4.4253097,-0.109375,0.55849695,0.55849695,1.3923454
0.375,1.4873402,4.4253097,-0.087500006,0.580372,0.580372,1.0276572
0.375,1.4873402,4.4253097,-0.06562501,0.60224694,0.60224694,0.62129295
0.375,1.4873402,4.4253097,-0.043749988,0.62412196,0.62412196,0.6305314
0.375,1.4873402,4.4253097,-0.021874994,0.6459969,0.6459969,0.9132449
0.375,1.4873402,4.4253097,0.0,0.66787195,0.66787195,1.1834768
0.375,1.4873402,4.4253097,0.021874994,0.689747,0.689747,1.4317044
0.375,1.4873402,4.4253097,0.043749988,0.71162194,0.71162194,1.6815962
0.375,1.4873402,4.4253097,0.06562501,0.73349696,0.73349696,1.924738
0.375,1.4873402,4.4253097,0.087500006,0.7553719,0.7553719,2.1643856
0.375,1.4873402,4.4253097,0.109375,0.77724695,0.77724695,2.408778
0.375,1.4873402,4.4253097,0.13125,0.799122,0.799122,2.6404305
0.375,1.4873402,4.4253097,0.15312502,0.820997,0.820997,2.8738081
0.375,1.4873402,4.4253097,0.17499998,0.8428719,0.8428719,3.1108499
0.375,1.4873402,4.4253097,0.196875,0.8647469,0.8647469,3.3516166
0.375,1.4873402,4.4253097,0.21874997,0.88662195,0.88662195,3.5803905
0.375,1.4873402,4.4253097,0.240625,0.908497,0.908497,3.804991
0.375,1.4873402,4.4253097,0.26250002,0.930372,0.930372,4.040122
0.375,1.4873402,4.4253097,0.28437498,0.9522469,0.9522469,4.272944
0.375,1.4873402,4.4253097,0.30625,0.9741219,0.9741219,4.497458
0.375,1.4873402,4.4253097,0.32812497,0.99599695,0.99599695,4.7107854
0.375,1.4873402,4.4253097,0.35,1.017872,1.017872,4.9123616
0.5,1.6123402,5.0145326,-0.35,0.31787196,0.31787196,4.235066
0.5,1.6123402,5.0145326,-0.328125,0.33974695,0.33974695,4.333403
0.5,1.6123402,5.0145326,-0.30625,0.36162195,0.36162195,4.2854238
0.5,1.6123402,5.0145326,-0.284375,0.38349694,0.38349694,4.094922
0.5,1.6123402,5.0145326,-0.2625,0.40537196,0.40537196,3.7872365
0.5,1.6123402,5.0145326,-0.240625,0.42724696,0.42724696,3.3835793
0.5,1.6123402,5.0145326,-0.21875,0.44912195,0.44912195,3.0050423
0.5,1.6123402,5.0145326,-0.19687499,0.47099698,0.47099698,2.6300666
0.5,1.6123402,5.0145326,-0.175,0.49287194,0.49287194,2.2678103
0.5,1.6123402,5.0145326,-0.153125,0.51474696,0.51474696,1.933102
0.5,1.6123402,5.0145326,-0.13125,0.5366219,0.5366219,1.6134682
0.5,1.6123402,5.0145326,-0.109375,0.55849695,0.55849695,1.2733657
0.5,1.6123402,5.0145326,-0.087500006,0.580372,0.580372,0.85837257
0.5,1.6123402,5.0145326,-0.06562501,0.60224694,0.60224694,0.66026485
0.5,1.6123402,5.0145326,-0.043749988,0.62412196,0.62412196,0.8574547
0.5,1.6123402,5.0145326,-0.021874994,0.6459969,0.6459969,1.1114744
0.5,1.6123402,5.0145326,0.0,0.66787195,0.66787195,1.3579737
0.5,1.6123402,5.0145326,0.021874994,0.689747,0.689747,1.5925884
0.5,1.6123402,5.0145326,0.043749988,0.71162194,0.71162194,1.8390895
0.5,1.6123402,5.0145326,0.06562501,0.73349696,0.73349696,2.082413
0.5,1.6123402,5.0145326,0.087500006,0.7553719,0.7553719,2.3334105
0.5,1.6123402,5.0145326,0.109375,0.77724695,0.77724695,2.5831838
0.5,1.6123402,5.0145326,0.13125,0.799122,0.799122,2.8258586
0.5,1.6123402,5.0145326,0.15312502,0.820997,0.820997,3.0741026
0.5,1.6123402,5.0145326,0.17499998,0.8428719,0.8428719,3.3210673
0.5,1.6123402,5.0145326,0.196875,0.8647469,0.8647469,3.5620186
0.5,1.6123402,5.0145326,0.21874997,0.88662195,0.88662195,3.7963116
0.5,1.6123402,5.0145326,0.240625,0.908497,0.908497,4.0330253
