delta,transformedValue,naturalValue,delta2,transformedValue2,naturalValue2,loss
-0.75,0.3623402,1.4366876,-0.13125,0.5366219,0.5366219,3.2912672
-0.75,0.3623402,1.4366876,-0.109375,0.55849695,0.55849695,3.0803795
-0.75,0.3623402,1.4366876,-0.087500006,0.580372,0.580372,2.8575335
-0.75,0.3623402,1.4366876,-0.06562501,0.60224694,0.60224694,2.6487207
-0.75,0.3623402,1.4366876,-0.043749988,0.62412196,0.62412196,2.4651055
-0.75,0.3623402,1.4366876,-0.021874994,0.6459969,0.6459969,2.2898731
-0.75,0.3623402,1.4366876,0.0,0.66787195,0.66787195,2.111541
-0.75,0.3623402,1.4366876,0.021874994,0.689747,0.689747,1.9421103
-0.75,0.3623402,1.4366876,0.043749988,0.71162194,0.71162194,1.7871171
-0.75,0.3623402,1.4366876,0.06562501,0.73349696,0.73349696,1.6355963
-0.75,0.3623402,1.4366876,0.087500006,0.7553719,0.7553719,1.4907585
-0.75,0.3623402,1.4366876,0.109375,0.77724695,0.77724695,1.3418931
-0.75,0.3623402,1.4366876,0.13125,0.799122,0.799122,1.1985232
-0.75,0.3623402,1.4366876,0.15312502,0.820997,0.820997,1.0555041
-0.75,0.3623402,1.4366876,0.17499998,0.8428719,0.8428719,0.8923592
-0.75,0.3623402,1.4366876,0.196875,0.8647469,0.8647469,0.72048706
-0.75,0.3623402,1.4366876,0.21874997,0.88662195,0.88662195,0.578806
-0.75,0.3623402,1.4366876,0.240625,0.908497,0.908497,0.53012043
-0.75,0.3623402,1.4366876,0.26250002,0.930372,0.930372,0.6386702
-0.75,0.3623402,1.4366876,0.28437498,0.9522469,0.9522469,0.8241044
-0.75,0.3623402,1.4366876,0.30625,0.9741219,0.9741219,1.0258571
-0.75,0.3623402,1.4366876,0.32812497,0.99599695,0.99599695,1.2124027
-0.75,0.3623402,1.4366876,0.35,1.017872,1.017872,1.383121
-0.625,0.4873402,1.6279804,-0.35,0.31787196,0.31787196,4.2150993
-0.625,0.4873402,1.6279804,-0.328125,0.33974695,0.33974695,4.3699718
-0.625,0.4873402,1.6279804,-0.30625,0.36162195,0.36162195,4.3768835
-0.625,0.4873402,1.6279804,-0.284375,0.38349694,0.38349694,4.3639264
-0.625,0.4873402,1.6279804,-0.2625,0.40537196,0.40537196,4.2844124
-0.625,0.4873402,1.6279804,-0.240625,0.42724696,0.42724696,4.184024
-0.625,0.4873402,1.6279804,-0.21875,0.44912195,0.44912195,4.0034237
-0.625,0.4873402,1.6279804,-0.19687499,0.47099698,0.47099698,3.8138304
-0.625,0.4873402,1.6279804,-0.175,0.49287194,0.49287194,3.5863986
-0.625,0.4873402,1.6279804,-0.153125,0.51474696,0.51474696,3.364526
-0.625,0.4873402,1.6279804,-0.13125,0.5366219,0.5366219,3.1381936
-0.625,0.4873402,1.6279804,-0.109375,0.55849695,0.55849695,2.9055917
-0.625,0.4873402,1.6279804,-0.087500006,0.580372,0.580372,2.6815474
-0.625,0.4873402,1.6279804,-0.06562501,0.60224694,0.60224694,2.4513583
-0.625,0.4873402,1.6279804,-0.043749988,0.62412196,0.62412196,2.2572176
-0.625,0.4873402,1.6279804,-0.021874994,0.6459969,0.6459969,2.079815
-0.625,0.4873402,1.6279804,0.0,0.66787195,0.66787195,1.9052328
-0.625,0.4873402,1.6279804,0.021874994,0.689747,0.689747,1.7325637
-0.625,0.4873402,1.6279804,0.043749988,0.71162194,0.71162194,1.5645428
-0.625,0.4873402,1.6279804,0.06562501,0.73349696,0.73349696,1.4003255
-0.625,0.4873402,1.6279804,0.087500006,0.7553719,0.7553719,1.2345967
-0.625,0.4873402,1.6279804,0.109375,0.77724695,0.77724695,1.0659288
-0.625,0.4873402,1.6279804,0.13125,0.799122,0.799122,0.87574327
-0.625,0.4873402,1.6279804,0.15312502,0.820997,0.820997,0.66412264
-0.625,0.4873402,1.6279804,0.17499998,0.8428719,0.8428719,0.48315784
-0.625,0.4873402,1.6279804,0.196875,0.8647469,0.8647469,0.46747488
-0.625,0.4873402,1.6279804,0.21874997,0.88662195,0.88662195,0.6425313
-0.625,0.4873402,1.6279804,0.240625,0.908497,0.908497,0.86152035
-0.625,0.4873402,1.6279804,0.26250002,0.930372,0.930372,1.0723454
-0.625,0.4873402,1.6279804,0.28437498,0.9522469,0.9522469,1.2623913
-0.625,0.4873402,1.6279804,0.30625,0.9741219,0.9741219,1.4330647
-0.625,0.4873402,1.6279804,0.32812497,0.99599695,0.99599695,1.5918974
-0.625,0.4873402,1.6279804,0.35,1.017872,1.017872,1.7486677
-0.5,0.6123402,1.8447435,-0.35,0.31787196,0.31787196,4.2291975
-0.5,0.6123402,1.8447435,-0.328125,0.33974695,0.33974695,4.372367
-0.5,0.6123402,1.8447435,-0.30625,0.36162195,0.36162195,4.377246
-0.5,0.6123402,1.8447435,-0.284375,0.38349694,0.38349694,4.3381453
-0.5,0.6123402,1.8447435,-0.2625,0.40537196,0.40537196,4.2652993
-0.5,0.6123402,1.8447435,-0.240625,0.42724696,0.42724696,4.1217456
-0.5,0.6123402,1.8447435,-0.21875,0.44912195,0.44912195,3.9181693
-0.5,0.6123402,1.8447435,-0.19687499,0.47099698,0.47099698,3.6973822
-0.5,0.6123402,1.8447435,-0.175,0.49287194,0.49287194,3.4581106
-0.5,0.6123402,1.8447435,-0.153125,0.51474696,0.51474696,3.2225606
-0.5,0.6123402,1.8447435,-0.13125,0.5366219,0.5366219,2.981175
-0.5,0.6123402,1.8447435,-0.109375,0.55849695,0.55849695,2.7440495
-0.5,0.6123402,1.8447435,-0.087500006,0.580372,0.580372,2.5023112
-0.5,0.6123402,1.8447435,-0.06562501,0.60224694,0.60224694,2.2745497
-0.5,0.6123402,1.8447435,-0.043749988,0.62412196,0.62412196,2.0666473
-0.5,0.6123402,1.8447435,-0.021874994,0.6459969,0.6459969,1.8811376
-0.5,0.6123402,1.8447435,0.0,0.66787195,0.66787195,1.6974189
-0.5,0.6123402,1.8447435,0.021874994,0.689747,0.689747,1.5159177
-0.5,0.6123402,1.8447435,0.043749988,0.71162194,0.71162194,1.3363168
-0.5,0.6123402,1.8447435,0.06562501,0.73349696,0.73349696,1.143852
-0.5,0.6123402,1.8447435,0.087500006,0.7553719,0.7553719,0.9272926
-0.5,0.6123402,1.8447435,0.109375,0.77724695,0.77724695,0.6690975
-0.5,0.6123402,1.8447435,0.13125,0.799122,0.799122,0.4076285
-0.5,0.6123402,1.8447435,0.15312502,0.820997,0.820997,0.35564098
-0.5,0.6123402,1.8447435,0.17499998,0.8428719,0.8428719,0.5772869
-0.5,0.6123402,1.8447435,0.196875,0.8647469,0.8647469,0.8137592
-0.5,0.6123402,1.8447435,0.21874997,0.88662195,0.88662195,1.0351595
-0.5,0.6123402,1.8447435,0.240625,0.908497,0.908497,1.2355247
-0.5,0.6123402,1.8447435,0.26250002,0.930372,0.930372,1.4180007
-0.5,0.6123402,1.8447435,0.28437498,0.9522469,0.9522469,1.5849671
-0.5,0.6123402,1.8447435,0.30625,0.9741219,0.9741219,1.7515345
-0.5,0.6123402,1.8447435,0.32812497,0.99599695,0.99599695,1.9191773
-0.5,0.6123402,1.8447435,0.35,1.017872,1.017872,2.0829692
-0.375,0.7373402,2.0903683,-0.35,0.31787196,0.31787196,4.2346153
-0.375,0.7373402,2.0903683,-0.328125,0.33974695,0.33974695,4.3755493
-0.375,0.7373402,2.0903683,-0.30625,0.36162195,0.36162195,4.376176
-0.375,0.7373402,2.0903683,-0.284375,0.38349694,0.38349694,4.320835
-0.375,0.7373402,2.0903683,-0.2625,0.40537196,0.40537196,4.2357645
-0.375,0.7373402,2.0903683,-0.240625,0.42724696,0.42724696,4.052879
-0.375,0.7373402,2.0903683,-0.21875,0.44912195,0.44912195,3.836776
-0.375,0.7373402,2.0903683,-0.19687499,0.47099698,0.47099698,3.5867739
-0.375,0.7373402,2.0903683,-0.175,0.49287194,0.49287194,3.346066
-0.375,0.7373402,2.0903683,-0.153125,0.51474696,0.51474696,3.100887
-0.375,0.7373402,2.0903683,-0.13125,0.5366219,0.5366219,2.8416135
-0.375,0.7373402,2.0903683,-0.109375,0.55849695,0.55849695,2.5906713
-0.375,0.7373402,2.0903683,-0.087500006,0.580372,0.580372,2.3506274
-0.375,0.7373402,2.0903683,-0.06562501,0.60224694,0.60224694,2.1147904
-0.375,0.7373402,2.0903683,-0.043749988,0.62412196,0.62412196,1.9000894
-0.375,0.7373402,2.0903683,-0.021874994,0.6459969,0.6459969,1.7061423
-0.375,0.7373402,2.0903683,0.0,0.66787195,0.66787195,1.5132836
-0.375,0.7373402,2.0903683,0.021874994,0.689747,0.689747,1.3193951
-0.375,0.7373402,2.0903683,0.043749988,0.71162194,0.71162194,1.0990292
-0.375,0.7373402,2.0903683,0.06562501,0.73349696,0.73349696,0.84065
-0.375,0.7373402,2.0903683,0.087500006,0.7553719,0.7553719,0.5606176
-0.375,0.7373402,2.0903683,0.109375,0.77724695,0.77724695,0.3374865
-0.375,0.7373402,2.0903683,0.13125,0.799122,0.799122,0.5201663
-0.375,0.7373402,2.0903683,0.15312502,0.820997,0.820997,0.76044416
-0.375,0.7373402,2.0903683,0.17499998,0.8428719,0.8428719,0.9809842
-0.375,0.7373402,2.0903683,0.196875,0.8647469,0.8647469,1.1909294
-0.375,0.7373402,2.0903683,0.21874997,0.88662195,0.88662195,1.381978
-0.375,0.7373402,2.0903683,0.240625,0.908497,0.908497,1.55263
-0.375,0.7373402,2.0903683,0.26250002,0.930372,0.930372,1.7147075
-0.375,0.7373402,2.0903683,0.28437498,0.9522469,0.9522469,1.8798312
-0.375,0.7373402,2.0903683,0.30625,0.9741219,0.9741219,2.0531664
-0.375,0.7373402,2.0903683,0.32812497,0.99599695,0.99599695,2.2251437
-0.375,0.7373402,2.0903683,0.35,1.017872,1.017872,2.3848252
-0.25,0.8623402,2.3686974,-0.35,0.31787196,0.31787196,4.260025
-0.25,0.8623402,2.3686974,-0.328125,0.33974695,0.33974695,4.376697
-0.25,0.8623402,2.3686974,-0.30625,0.36162195,0.36162195,4.376454
-0.25,0.8623402,2.3686974,-0.284375,0.38349694,0.38349694,4.311213
-0.25,0.8623402,2.3686974,-0.2625,0.40537196,0.40537196,4.1885757
-0.25,0.8623402,2.3686974,-0.240625,0.42724696,0.42724696,4.0126886
-0.25,0.8623402,2.3686974,-0.21875,0.44912195,0.44912195,3.757469
-0.25,0.8623402,2.3686974,-0.19687499,0.47099698,0.47099698,3.4862635
-0.25,0.8623402,2.3686974,-0.175,0.49287194,0.49287194,3.243134
-0.25,0.8623402,2.3686974,-0.153125,0.51474696,0.51474696,2.984217
-0.25,0.8623402,2.3686974,-0.13125,0.5366219,0.5366219,2.7143886
-0.25,0.8623402,2.3686974,-0.109375,0.55849695,0.55849695,2.458088
-0.25,0.8623402,2.3686974,-0.087500006,0.580372,0.580372,2.2116797
-0.25,0.8623402,2.3686974,-0.06562501,0.60224694,0.60224694,1.9776105
-0.25,0.8623402,2.3686974,-0.043749988,0.62412196,0.62412196,1.7550417
-0.25,0.8623402,2.3686974,-0.021874994,0.6459969,0.6459969,1.5446266
-0.25,0.8623402,2.3686974,0.0,0.66787195,0.66787195,1.3365182
-0.25,0.8623402,2.3686974,0.021874994,0.689747,0.689747,1.1100345
-0.25,0.8623402,2.3686974,0.043749988,0.71162194,0.71162194,0.83935326
-0.25,0.8623402,2.3686974,0.06562501,0.73349696,0.73349696,0.5673427
-0.25,0.8623402,2.3686974,0.087500006,0.7553719,0.7553719,0.49723697
-0.25,0.8623402,2.3686974,0.109375,0.77724695,0.77724695,0.67821467
-0.25,0.8623402,2.3686974,0.13125,0.799122,0.799122,0.8976708
-0.25,0.8623402,2.3686974,0.15312502,0.820997,0.820997,1.1020273
-0.25,0.8623402,2.3686974,0.17499998,0.8428719,0.8428719,1.2871825
-0.25,0.8623402,2.3686974,0.196875,0.8647469,0.8647469,1.465664
-0.25,0.8623402,2.3686974,0.21874997,0.88662195,0.88662195,1.6456437
-0.25,0.8623402,2.3686974,0.240625,0.908497,0.908497,1.8172082
-0.25,0.8623402,2.3686974,0.26250002,0.930372,0.930372,1.9784328
-0.25,0.8623402,2.3686974,0.28437498,0.9522469,0.9522469,2.1439357
-0.25,0.8623402,2.3686974,0.30625,0.9741219,0.9741219,2.3148868
-0.25,0.8623402,2.3686974,0.32812497,0.99599695,0.99599695,2.4858482
-0.25,0.8623402,2.3686974,0.35,1.017872,1.017872,2.6564925
-0.125,0.9873402,2.6840858,-0.35,0.31787196,0.31787196,4.278876
-0.125,0.9873402,2.6840858,-0.328125,0.33974695,0.33974695,4.3755875
-0.125,0.9873402,2.6840858,-0.30625,0.36162195,0.36162195,4.3726373
-0.125,0.9873402,2.6840858,-0.284375,0.38349694,0.38349694,4.302721
-0.125,0.9873402,2.6840858,-0.2625,0.40537196,0.40537196,4.1556926
-0.125,0.9873402,2.6840858,-0.240625,0.42724696,0.42724696,3.9529886
-0.125,0.9873402,2.6840858,-0.21875,0.44912195,0.44912195,3.6770148
-0.125,0.9873402,2.6840858,-0.19687499,0.47099698,0.47099698,3.39801
-0.125,0.9873402,2.6840858,-0.175,0.49287194,0.49287194,3.1436386
-0.125,0.9873402,2.6840858,-0.153125,0.51474696,0.51474696,2.8766901
-0.125,0.9873402,2.6840858,-0.13125,0.5366219,0.5366219,2.6017516
-0.125,0.9873402,2.6840858,-0.109375,0.55849695,0.55849695,2.3402662
-0.125,0.9873402,2.6840858,-0.087500006,0.580372,0.580372,2.0947669
-0.125,0.9873402,2.6840858,-0.06562501,0.60224694,0.60224694,1.85857
-0.125,0.9873402,2.6840858,-0.043749988,0.62412196,0.62412196,1.6339927
-0.125,0.9873402,2.6840858,-0.021874994,0.6459969,0.6459969,1.4071887
-0.125,0.9873402,2.6840858,0.0,0.66787195,0.66787195,1.1559372
-0.125,0.9873402,2.6840858,0.021874994,0.689747,0.689747,0.8651371
-0.125,0.9873402,2.6840858,0.043749988,0.71162194,0.71162194,0.6089076
-0.125,0.9873402,2.6840858,0.06562501,0.73349696,0.73349696,0.60746497
-0.125,0.9873402,2.6840858,0.087500006,0.7553719,0.7553719,0.78263026
-0.125,0.9873402,2.6840858,0.109375,0.77724695,0.77724695,0.97240025
-0.125,0.9873402,2.6840858,0.13125,0.799122,0.799122,1.164347
-0.125,0.9873402,2.6840858,0.15312502,0.820997,0.820997,1.3480377
-0.125,0.9873402,2.6840858,0.17499998,0.8428719,0.8428719,1.5177933
-0.125,0.9873402,2.6840858,0.196875,0.8647469,0.8647469,1.6863937
-0.125,0.9873402,2.6840858,0.21874997,0.88662195,0.88662195,1.86558
-0.125,0.9873402,2.6840858,0.240625,0.908497,0.908497,2.0390399
-0.125,0.9873402,2.6840858,0.26250002,0.930372,0.930372,2.2034693
-0.125,0.9873402,2.6840858,0.28437498,0.9522469,0.9522469,2.3613465
-0.125,0.9873402,2.6840858,0.30625,0.9741219,0.9741219,2.5233965
-0.125,0.9873402,2.6840858,0.32812497,0.99599695,0.99599695,2.696829
-0.125,0.9873402,2.6840858,0.35,1.017872,1.017872,2.8762877
0.0,1.1123402,3.0414677,-0.35,0.31787196,0.31787196,4.2921276
0.0,1.1123402,3.0414677,-0.328125,0.33974695,0.33974695,4.376366
0.0,1.1123402,3.0414677,-0.30625,0.36162195,0.36162195,4.359485
0.0,1.1123402,3.0414677,-0.284375,0.38349694,0.38349694,4.2797627
0.0,1.1123402,3.0414677,-0.2625,0.40537196,0.40537196,4.120809
0.0,1.1123402,3.0414677,-0.240625,0.42724696,0.42724696,3.9001071
0.0,1.1123402,3.0414677,-0.21875,0.44912195,0.44912195,3.607351
0.0,1.1123402,3.0414677,-0.19687499,0.47099698,0.47099698,3.3265488
0.0,1.1123402,3.0414677,-0.175,0.49287194,0.49287194,3.0448053
0.0,1.1123402,3.0414677,-0.153125,0.51474696,0.51474696,2.7698088
0.0,1.1123402,3.0414677,-0.13125,0.5366219,0.5366219,2.5014822
0.0,1.1123402,3.0414677,-0.109375,0.55849695,0.55849695,2.2369297
0.0,1.1123402,3.0414677,-0.087500006,0.580372,0.580372,1.9943746
0.0,1.1123402,3.0414677,-0.06562501,0.60224694,0.60224694,1.7622504
0.0,1.1123402,3.0414677,-0.043749988,0.62412196,0.62412196,1.524024
0.0,1.1123402,3.0414677,-0.021874994,0.6459969,0.6459969,1.2649118
0.0,1.1123402,3.0414677,0.0,0.66787195,0.66787195,0.9597459
0.0,1.1123402,3.0414677,0.021874994,0.689747,0.689747,0.6946872
0.0,1.1123402,3.0414677,0.043749988,0.71162194,0.71162194,0.6831685
0.0,1.1123402,3.0414677,0.06562501,0.73349696,0.73349696,0.832195
0.0,1.1123402,3.0414677,0.087500006,0.7553719,0.7553719,1.007194
0.0,1.1123402,3.0414677,0.109375,0.77724695,0.77724695,1.1870296
0.0,1.1123402,3.0414677,0.13125,0.799122,0.799122,1.363762
0.0,1.1123402,3.0414677,0.15312502,0.820997,0.820997,1.5306134
0.0,1.1123402,3.0414677,0.17499998,0.8428719,0.8428719,1.7020042
0.0,1.1123402,3.0414677,0.196875,0.8647469,0.8647469,1.8809167
0.0,1.1123402,3.0414677,0.21874997,0.88662195,0.88662195,2.0600672
0.0,1.1123402,3.0414677,0.240625,0.908497,0.908497,2.2331824
0.0,1.1123402,3.0414677,0.26250002,0.930372,0.930372,2.4021456
0.0,1.1123402,3.0414677,0.28437498,0.9522469,0.9522469,2.5742543
0.0,1.1123402,3.0414677,0.30625,0.9741219,0.9741219,2.746569
0.0,1.1123402,3.0414677,0.32812497,0.99599695,0.99599695,2.9206855
0.0,1.1123402,3.0414677,0.35,1.017872,1.017872,3.0925314
0.125,1.2373402,3.4464345,-0.35,0.31787196,0.31787196,4.2993827
0.125,1.2373402,3.4464345,-0.328125,0.33974695,0.33974695,4.3764105
0.125,1.2373402,3.4464345,-0.30625,0.36162195,0.36162195,4.3519382
0.125,1.2373402,3.4464345,-0.284375,0.38349694,0.38349694,4.2609954
0.125,1.2373402,3.4464345,-0.2625,0.40537196,0.40537196,4.080139
0.125,1.2373402,3.4464345,-0.240625,0.42724696,0.42724696,3.839727
0.125,1.2373402,3.4464345,-0.21875,0.44912195,0.44912195,3.5430946
0.125,1.2373402,3.4464345,-0.19687499,0.47099698,0.47099698,3.2522755
0.125,1.2373402,3.4464345,-0.175,0.49287194,0.49287194,2.9524796
0.125,1.2373402,3.4464345,-0.153125,0.51474696,0.51474696,2.6689317
0.125,1.2373402,3.4464345,-0.13125,0.5366219,0.5366219,2.4030714
0.125,1.2373402,3.4464345,-0.109375,0.55849695,0.55849695,2.1428916
0.125,1.2373402,3.4464345,-0.087500006,0.580372,0.580372,1.8941754
0.125,1.2373402,3.4464345,-0.06562501,0.60224694,0.60224694,1.6490451
0.125,1.2373402,3.4464345,-0.043749988,0.62412196,0.62412196,1.384809
0.125,1.2373402,3.4464345,-0.021874994,0.6459969,0.6459969,1.0840522
0.125,1.2373402,3.4464345,0.0,0.66787195,0.66787195,0.8155731
0.125,1.2373402,3.4464345,0.021874994,0.689747,0.689747,0.76467353
0.125,1.2373402,3.4464345,0.043749988,0.71162194,0.71162194,0.8646267
0.125,1.2373402,3.4464345,0.06562501,0.73349696,0.73349696,1.0138866
0.125,1.2373402,3.4464345,0.087500006,0.7553719,0.7553719,1.1755604
0.125,1.2373402,3.4464345,0.109375,0.77724695,0.77724695,1.3468947
0.125,1.2373402,3.4464345,0.13125,0.799122,0.799122,1.5159016
0.125,1.2373402,3.4464345,0.15312502,0.820997,0.820997,1.6895368
0.125,1.2373402,3.4464345,0.17499998,0.8428719,0.8428719,1.8702893
0.125,1.2373402,3.4464345,0.196875,0.8647469,0.8647469,2.0476077
0.125,1.2373402,3.4464345,0.21874997,0.88662195,0.88662195,2.2220376
0.125,1.2373402,3.4464345,0.240625,0.908497,0.908497,2.4011378
0.125,1.2373402,3.4464345,0.26250002,0.930372,0.930372,2.5827034
0.125,1.2373402,3.4464345,0.28437498,0.9522469,0.9522469,2.7651894
0.125,1.2373402,3.4464345,0.30625,0.9741219,0.9741219,2.944159
0.125,1.2373402,3.4464345,0.32812497,0.99599695,0.99599695,3.118319
0.125,1.2373402,3.4464345,0.35,1.017872,1.017872,3.2934175
0.25,1.3623402,3.9053218,-0.35,0.31787196,0.31787196,4.303111
0.25,1.3623402,3.9053218,-0.328125,0.33974695,0.33974695,4.3739023
0.25,1.3623402,3.9053218,-0.30625,0.36162195,0.36162195,4.3420825
0.25,1.3623402,3.9053218,-0.284375,0.38349694,0.38349694,4.24321
0.25,1.3623402,3.9053218,-0.2625,0.40537196,0.40537196,4.0431795
0.25,1.3623402,3.9053218,-0.240625,0.42724696,0.42724696,3.7804294
0.25,1.3623402,3.9053218,-0.21875,0.44912195,0.44912195,3.482589
0.25,1.3623402,3.9053218,-0.19687499,0.47099698,0.47099698,3.184472
0.25,1.3623402,3.9053218,-0.175,0.49287194,0.49287194,2.8711917
0.25,1.3623402,3.9053218,-0.153125,0.51474696,0.51474696,2.5785131
0.25,1.3623402,3.9053218,-0.13125,0.5366219,0.5366219,2.3057272
0.25,1.3623402,3.9053218,-0.109375,0.55849695,0.55849695,2.0533464
0.25,1.3623402,3.9053218,-0.087500006,0.580372,0.580372,1.7990625
0.25,1.3623402,3.9053218,-0.06562501,0.60224694,0.60224694,1.539847
0.25,1.3623402,3.9053218,-0.043749988,0.62412196,0.62412196,1.2397228
0.25,1.3623402,3.9053218,-0.021874994,0.6459969,0.6459969,0.9620322
0.25,1.3623402,3.9053218,0.0,0.66787195,0.66787195,0.8625235
0.25,1.3623402,3.9053218,0.021874994,0.689747,0.689747,0.9282755
0.25,1.3623402,3.9053218,0.043749988,0.71162194,0.71162194,1.0388452
0.25,1.3623402,3.9053218,0.06562501,0.73349696,0.73349696,1.1672008
0.25,1.3623402,3.9053218,0.087500006,0.7553719,0.7553719,1.3133548
0.25,1.3623402,3.9053218,0.109375,0.77724695,0.77724695,1.4695343
0.25,1.3623402,3.9053218,0.13125,0.799122,0.799122,1.6398543
0.25,1.3623402,3.9053218,0.15312502,0.820997,0.820997,1.8280717
0.25,1.3623402,3.9053218,0.17499998,0.8428719,0.8428719,2.0133016
0.25,1.3623402,3.9053218,0.196875,0.8647469,0.8647469,2.1913314
0.25,1.3623402,3.9053218,0.21874997,0.88662195,0.88662195,2.3748772
0.25,1.3623402,3.9053218,0.240625,0.908497,0.908497,2.568241
0.25,1.3623402,3.9053218,0.26250002,0.930372,0.930372,2.7648005
0.25,1.3623402,3.9053218,0.28437498,0.9522469,0.9522469,2.9570634
0.25,1.3623402,3.9053218,0.30625,0.9741219,0.9741219,3.141549
0.25,1.3623402,3.9053218,0.32812497,0.99599695,0.99599695,3.3204577
0.25,1.3623402,3.9053218,0.35,1.017872,1.017872,3.4997354
0.375,1.4873402,4.4253097,-0.35,0.31787196,0.31787196,4.30327
0.375,1.4873402,4.4253097,-0.328125,0.33974695,0.33974695,4.3716063
0.375,1.4873402,4.4253097,-0.30625,0.36162195,0.36162195,4.3386927
0.375,1.4873402,4.4253097,-0.284375,0.38349694,0.38349694,4.2171054
0.375,1.4873402,4.4253097,-0.2625,0.40537196,0.40537196,4.0114827
0.375,1.4873402,4.4253097,-0.240625,0.42724696,0.42724696,3.7275088
0.375,1.4873402,4.4253097,-0.21875,0.44912195,0.44912195,3.4180102
0.375,1.4873402,4.4253097,-0.19687499,0.47099698,0.47099698,3.1160486
0.375,1.4873402,4.4253097,-0.175,0.49287194,0.49287194,2.7991307
0.375,1.4873402,4.4253097,-0.153125,0.51474696,0.51474696,2.5004506
0.375,1.4873402,4.4253097,-0.13125,0.5366219,0.5366219,2.2337723
0.375,1.4873402,4.4253097,-0.109375,0.55849695,0.55849695,1.9746646
0.375,1.4873402,4.4253097,-0.087500006,0.580372,0.580372,1.7207339
0.375,1.4873402,4.4253097,-0.06562501,0.60224694,0.60224694,1.4366953
0.375,1.4873402,4.4253097,-0.043749988,0.62412196,0.62412196,1.132527
0.375,1.4873402,4.4253097,-0.021874994,0.6459969,0.6459969,0.96399
0.375,1.4873402,4.4253097,0.0,0.66787195,0.66787195,0.98486364
0.375,1.4873402,4.4253097,0.021874994,0.689747,0.689747,1.0594449
0.375,1.4873402,4.4253097,0.043749988,0.71162194,0.71162194,1.166532
0.375,1.4873402,4.4253097,0.06562501,0.73349696,0.73349696,1.2897917
0.375,1.4873402,4.4253097,0.087500006,0.7553719,0.7553719,1.4345801
0.375,1.4873402,4.4253097,0.109375,0.77724695,0.77724695,1.6017671
0.375,1.4873402,4.4253097,0.13125,0.799122,0.799122,1.7698727
0.375,1.4873402,4.4253097,0.15312502,0.820997,0.820997,1.9396089
0.375,1.4873402,4.4253097,0.17499998,0.8428719,0.8428719,2.1244185
0.375,1.4873402,4.4253097,0.196875,0.8647469,0.8647469,2.3191254
0.375,1.4873402,4.4253097,0.21874997,0.88662195,0.88662195,2.5084853
0.375,1.4873402,4.4253097,0.240625,0.908497,0.908497,2.6898148
0.375,1.4873402,4.4253097,0.26250002,0.930372,0.930372,2.8742247
0.375,1.4873402,4.4253097,0.28437498,0.9522469,0.9522469,3.0705826
0.375,1.4873402,4.4253097,0.30625,0.9741219,0.9741219,3.2736123
0.375,1.4873402,4.4253097,0.32812497,0.99599695,0.99599695,3.4740689
0.375,1.4873402,4.4253097,0.35,1.017872,1.017872,3.666091
0.5,1.6123402,5.0145326,-0.35,0.31787196,0.31787196,4.299479
0.5,1.6123402,5.0145326,-0.328125,0.33974695,0.33974695,4.36829
0.5,1.6123402,5.0145326,-0.30625,0.36162195,0.36162195,4.329763
0.5,1.6123402,5.0145326,-0.284375,0.38349694,0.38349694,4.1927376
0.5,1.6123402,5.0145326,-0.2625,0.40537196,0.40537196,3.9715235
0.5,1.6123402,5.0145326,-0.240625,0.42724696,0.42724696,3.6834114
0.5,1.6123402,5.0145326,-0.21875,0.44912195,0.44912195,3.3619308
0.5,1.6123402,5.0145326,-0.19687499,0.47099698,0.47099698,3.0505655
0.5,1.6123402,5.0145326,-0.175,0.49287194,0.49287194,2.7421474
0.5,1.6123402,5.0145326,-0.153125,0.51474696,0.51474696,2.450201
0.5,1.6123402,5.0145326,-0.13125,0.5366219,0.5366219,2.1744518
0.5,1.6123402,5.0145326,-0.109375,0.55849695,0.55849695,1.9155788
0.5,1.6123402,5.0145326,-0.087500006,0.580372,0.580372,1.6472387
0.5,1.6123402,5.0145326,-0.06562501,0.60224694,0.60224694,1.3453336
0.5,1.6123402,5.0145326,-0.043749988,0.62412196,0.62412196,1.1030988
0.5,1.6123402,5.0145326,-0.021874994,0.6459969,0.6459969,1.0503851
0.5,1.6123402,5.0145326,0.0,0.66787195,0.66787195,1.086379
0.5,1.6123402,5.0145326,0.021874994,0.689747,0.689747,1.1680008
0.5,1.6123402,5.0145326,0.043749988,0.71162194,0.71162194,1.2678537
0.5,1.6123402,5.0145326,0.06562501,0.73349696,0.73349696,1.3982859
0.5,1.6123402,5.0145326,0.087500006,0.7553719,0.7553719,1.5502987
0.5,1.6123402,5.0145326,0.109375,0.77724695,0.77724695,1.7096529
0.5,1.6123402,5.0145326,0.13125,0.799122,0.799122,1.8834434
0.5,1.6123402,5.0145326,0.15312502,0.820997,0.820997,2.06653
0.5,1.6123402,5.0145326,0.17499998,0.8428719,0.8428719,2.250048
0.5,1.6123402,5.0145326,0.196875,0.8647469,0.8647469,2.426704
0.5,1.6123402,5.0145326,0.21874997,0.88662195,0.88662195,2.6136215
0.5,1.6123402,5.0145326,0.240625,0.908497,0.908497,2.815254
0.5,1.6123402,5.0145326,0.26250002,0.930372,0.930372,3.0234427
0.5,1.6123402,5.0145326,0.28437498,0.9522469,0.9522469,3.2283943
0.5,1.6123402,5.0145326,0.30625,0.9741219,0.9741219,3.4252791
