epoch,loss
0,0.12314344
1,0.84515375
2,0.7704869
3,0.25296596
4,0.39204252
5,0.6165665
6,0.57813996
7,0.307842
8,0.078685395
9,0.19576024
10,0.15938641
11,0.053423543
12,0.28080335
13,0.39883414
14,0.36925092
15,0.1835132
16,0.043700047
17,0.1071576
18,0.08970017
19,0.03771158
20,0.0407277
21,0.057152756
22,0.044883713
23,0.065008014
24,0.067067415
25,0.029632391
26,0.026740463
27,0.082961306
28,0.081147864
29,0.027624339
30,0.13332798
31,0.209323
32,0.14491746
33,0.035005875
34,0.12782313
35,0.26371986
36,0.25422648
37,0.1208542
38,0.019340465
39,0.05992822
40,0.038279697
41,0.03562094
42,0.04656238
43,0.015700247
44,0.01620849
45,0.036955882
46,0.021493813
47,0.050041612
48,0.06023103
49,0.013361978
50,0.10002314
51,0.16026144
52,0.10713675
53,0.015404744
54,0.13085268
55,0.27037036
56,0.2620711
57,0.12579095
58,0.0093938
59,0.04226867
60,0.026023075
61,0.030227287
62,0.03777861
63,0.010180903
64,0.009453398
65,0.032079946
66,0.015817912
67,0.045932807
68,0.058273803
69,0.0103903655
70,0.08926033
71,0.14532793
72,0.0978783
73,0.011270169
74,0.12532178
75,0.25859058
76,0.24920693
77,0.11867865
78,0.0077339485
79,0.039817017
80,0.022772945
81,0.028404651
82,0.036572564
83,0.0070351656
84,0.007312121
85,0.02979076
86,0.015551442
87,0.037322816
88,0.046942923
89,0.0071761208
90,0.0922254
91,0.14645888
92,0.09711491
93,0.010453064
94,0.11891729
95,0.24854171
96,0.2418808
97,0.11698317
98,0.006151285
99,0.19120973
100,0.3347637
101,0.3613254
102,0.2903806
103,0.09733395
104,0.028622111
105,0.12054312
106,0.13432124
107,0.071282476
108,0.015824433
109,0.050437707
110,0.02319466
111,0.03317849
112,0.053757124
113,0.011150348
114,0.06680227
115,0.101404116
116,0.06499793
117,0.008143382
118,0.017251784
119,0.009169894
120,0.0079957
121,0.019376907
122,0.007814014
123,0.05627444
124,0.06781899
125,0.013656882
126,0.061122563
127,0.098959215
128,0.06695922
129,0.004766233
130,0.12521935
131,0.23793502
132,0.21884039
133,0.101461105
134,0.0046653603
135,0.038871262
136,0.02436704
137,0.014709488
138,0.019267568
139,0.007931682
140,0.0054064104
141,0.046522386
142,0.049044
143,0.0063358354
144,0.08309058
145,0.13476923
146,0.096972845
147,0.016698707
148,0.08738048
149,0.17305912
150,0.16403511
151,0.079915464
152,0.010993511
153,0.049689293
154,0.03220836
155,0.011976966
156,0.017239753
157,0.008314626
158,0.005530988
159,0.048137844
160,0.051706754
161,0.007264793
162,0.07431736
163,0.12091929
164,0.089474976
165,0.0152826365
166,0.08420329
167,0.16139744
168,0.15230708
169,0.07557595
170,0.011699409
171,0.04946657
172,0.03307911
173,0.010240094
174,0.014474122
175,0.009763643
176,0.0062629753
177,0.04214325
178,0.04693733
179,0.0070632612
180,0.06899723
181,0.10908327
182,0.080405526
183,0.011812258
184,0.08432534
185,0.15866739
186,0.1509455
187,0.07752803
188,0.0077305664
189,0.038893163
190,0.023166524
191,0.013110266
192,0.018294942
193,0.0062067164
194,0.0050360793
195,0.0193127
196,0.007988034
197,0.032793228
198,0.044257857
199,0.0075696716
200,0.052871276
201,0.081334636
202,0.056677163
203,0.0039257756
204,0.098344326
205,0.1785443
206,0.1698846
207,0.09038305
208,0.004404099
209,0.121612675
210,0.26531744
211,0.28554615
212,0.22007056
213,0.0781604
214,0.010893597
215,0.07431151
216,0.080397286
217,0.031508137
218,0.018553216
219,0.04726004
220,0.025926959
221,0.0094455425
222,0.017578926
223,0.0035317992
224,0.004727637
225,0.011236986
226,0.005025583
227,0.027341062
228,0.034259025
229,0.004836778
230,0.051834952
231,0.07944802
232,0.058377724
233,0.005414165
234,0.076989844
235,0.13520631
236,0.13001367
237,0.07262865
238,0.0036111854
239,0.021617875
240,0.012232108
241,0.012835282
242,0.016682591
243,0.004046932
244,0.0039470056
245,0.014631321
246,0.0071621644
247,0.02078374
248,0.026885599
249,0.0045392946
250,0.04929763
251,0.07274293
252,0.053053483
253,0.004751464
254,0.07404858
255,0.12682977
256,0.12359851
257,0.07259813
258,0.0037071654
259,0.090755284
260,0.19321677
261,0.21702535
262,0.15005754
263,0.056912605
264,0.011761067
265,0.067050174
266,0.07321972
267,0.031667497
268,0.008618171
269,0.027088525
270,0.012210939
271,0.012789341
272,0.020761276
273,0.004674435
274,0.038257908
275,0.056954376
276,0.03699561
277,0.0038263851
278,0.0073382203
279,0.0048489817
280,0.0044827503
281,0.008309995
282,0.0041952664
283,0.025895514
284,0.03221596
285,0.0075919935
286,0.029405966
287,0.050948188
288,0.03394299
289,0.003459136
290,0.06807261
291,0.10569986
292,0.09996497
293,0.05729213
294,0.0033203766
295,0.015571516
296,0.010641198
297,0.0071897493
298,0.008494454
299,0.005647467
300,0.004537781
301,0.01664696
302,0.017490065
303,0.0044803293
304,0.042878494
305,0.061905142
306,0.04724706
307,0.0074536274
308,0.043204814
309,0.08215255
310,0.07993271
311,0.040022403
312,0.0044111772
313,0.016061904
314,0.009642503
315,0.007931697
316,0.010309791
317,0.0038311812
318,0.0037886752
319,0.008723517
320,0.004900604
321,0.013587788
322,0.01713062
323,0.0042872913
324,0.027581284
325,0.045204975
326,0.030201418
327,0.0035486624
328,0.047860686
329,0.08192992
330,0.07972343
331,0.044088166
332,0.0034417931
333,0.057759564
334,0.104150236
335,0.115978226
336,0.08640142
337,0.03755126
338,0.006149607
339,0.033810116
340,0.038661353
341,0.014404858
342,0.0071357633
343,0.017814467
344,0.009385206
345,0.0058366135
346,0.008941307
347,0.0031878245
348,0.023396665
349,0.035651185
350,0.02034801
351,0.003350405
352,0.005552139
353,0.0036366333
354,0.004133351
355,0.004722451
356,0.0034875677
357,0.014825906
358,0.01711293
359,0.0051343217
360,0.015552879
361,0.029302694
362,0.01883248
363,0.0031811616
364,0.033330344
365,0.062772974
366,0.059255145
367,0.026772184
368,0.0031417701
369,0.009026453
370,0.006690546
371,0.0046784678
372,0.0052920603
373,0.004248851
374,0.0037153952
375,0.008689176
376,0.008926106
377,0.0037439005
378,0.0038995603
379,0.00775813
380,0.0058917874
381,0.006007609
382,0.0066513885
383,0.004126059
384,0.003947197
385,0.009590475
386,0.009460615
387,0.004213465
388,0.020394033
389,0.03274586
390,0.02385341
391,0.0059137736
392,0.015972346
393,0.03583791
394,0.03392761
395,0.014319303
396,0.004567105
397,0.010136301
398,0.007339006
399,0.004278682
400,0.004957556
401,0.0038995706
402,0.0035654153
403,0.008752547
404,0.0091991685
405,0.0038736383
406,0.012883936
407,0.021545554
408,0.015000998
409,0.0039707706
410,0.016042937
411,0.03297345
412,0.0312983
413,0.014447641
414,0.0035122456
415,0.0066561676
416,0.0052239913
417,0.0043829717
418,0.00491272
419,0.0036560385
420,0.0035384253
421,0.0072091795
422,0.0072822953
423,0.0037657346
424,0.011997255
425,0.019131947
426,0.01392927
427,0.0044268165
428,0.011395185
429,0.023108566
430,0.022010842
431,0.010438819
432,0.00381706
433,0.0066426424
434,0.0053257695
435,0.004011953
436,0.004414923
437,0.0036663194
438,0.0035339864
439,0.004545746
440,0.0036483086
441,0.005461147
442,0.0062002447
443,0.0035598832
444,0.0071244948
445,0.010614926
446,0.00712951
447,0.0032048302
448,0.0035733606
449,0.003175474
450,0.0032409236
451,0.0033039264
452,0.003097452
453,0.003444236
454,0.0030598084
455,0.0030739903
456,0.003934868
457,0.0034803413
458,0.0037901076
459,0.003942315
460,0.0031488745
461,0.0031060083
462,0.004300926
463,0.00407084
464,0.0031700297
465,0.0031890823
466,0.0036442266
467,0.0034155275
468,0.0035201355
469,0.0035230122
470,0.0032118466
471,0.003136231
472,0.0036329653
473,0.0035100344
474,0.003182422
475,0.003172398
476,0.0034115417
477,0.0033022778
478,0.0033485019
479,0.003319233
480,0.0032557147
481,0.0031925312
482,0.0033664515
483,0.0032862567
484,0.0032192566
485,0.0031827625
486,0.003252109
487,0.0031862468
488,0.003256203
489,0.003217861
490,0.0031957086
491,0.0031563116
492,0.0032426573
493,0.0031859304
494,0.0031966763
495,0.0031635442
496,0.0031735096
497,0.003124908
498,0.0032081692
499,0.003170426
500,0.003129704
501,0.003095478
502,0.003193681
503,0.003152209
504,0.0031219602
505,0.003097198
506,0.0031533649
507,0.0031131946
508,0.0031321107
509,0.0031050832
510,0.0031161935
511,0.003086269
512,0.0031272997
513,0.0030990075
514,0.0030986937
515,0.0030744977
516,0.0031072465
517,0.003077934
518,0.0030958203
519,0.0030731107
520,0.0030828544
521,0.0030583623
522,0.0030920904
523,0.0030717433
524,0.0030632115
525,0.003042646
526,0.0030858268
527,0.0030639626
528,0.0030515434
529,0.0030339686
530,0.0030758136
531,0.0030562603
532,0.003043632
533,0.0030293001
534,0.003062183
535,0.0030436614
536,0.0030400902
537,0.0030255702
538,0.003049627
539,0.0030328867
540,0.0030354108
541,0.0030206635
542,0.0030426274
543,0.0030266452
544,0.0030283167
545,0.0030156923
546,0.0030351859
547,0.0030226505
548,0.0030197415
549,0.0030082392
550,0.0030315318
551,0.003018891
552,0.0030139512
553,0.0030029046
554,0.0030251169
555,0.0030130935
556,0.0030086758
557,0.002998255
558,0.0030205888
559,0.0030087729
560,0.0030040976
561,0.0029941942
562,0.003017633
563,0.0030078979
564,0.002998525
565,0.0029909515
566,0.003012661
567,0.003002823
568,0.00299713
569,0.0029896605
570,0.0030071049
571,0.0029985353
572,0.002995573
573,0.00298753
574,0.0030048979
575,0.002996191
576,0.0029926477
577,0.0029851466
578,0.0030031116
579,0.0029947038
580,0.002989889
581,0.0029827044
582,0.0030013397
583,0.0029929534
584,0.0029873995
585,0.0029802644
586,0.0029993865
587,0.0029906472
588,0.002986358
589,0.0029795174
590,0.0029973062
591,0.0029892111
592,0.0029856726
593,0.0029788008
594,0.002997122
595,0.0029889024
596,0.0029834057
597,0.0029766324
598,0.0029967874
599,0.0029885108
