epoch,loss
0,2.8034112
1,15.653532
2,14.076936
3,9.670499
4,5.287657
5,6.3917785
6,5.977313
7,4.8872375
8,4.701964
9,4.097613
10,3.7937882
11,3.8356378
12,3.5074878
13,3.3827531
14,3.4519176
15,3.440227
16,3.3416603
17,3.18208
18,3.1448588
19,3.163312
20,3.0874493
21,2.940624
22,2.8028483
23,2.8597362
24,2.869455
25,2.781105
26,2.7158387
27,2.7099485
28,2.7476625
29,2.7751186
30,2.6647825
31,2.6274776
32,2.6385496
33,2.6818635
34,2.6273723
35,2.5251372
36,2.48255
37,2.4917588
38,2.4734411
39,2.5311472
40,2.4999802
41,2.3852484
42,2.3055937
43,2.370493
44,2.4174035
45,2.4167695
46,2.3127298
47,2.2487347
48,2.2771976
49,2.2805285
50,2.1977296
51,2.203797
52,2.1903603
53,2.1285489
54,2.1796298
55,2.1863968
56,2.188201
57,2.2661102
58,2.2300158
59,2.1808057
60,2.179179
61,2.187573
62,2.127018
63,2.1302783
64,2.1324773
65,2.12408
66,2.1190343
67,2.058258
68,2.0140228
69,2.0784223
70,2.1074817
71,2.0138974
72,2.095334
73,2.0903273
74,2.0350688
75,2.066479
76,2.1255014
77,2.0971756
78,2.0807579
79,2.0224173
80,2.0261855
81,2.116045
82,2.0819435
83,1.9780334
84,2.003944
85,2.008876
86,1.9402677
87,1.8915633
88,1.9420084
89,1.9948242
90,1.9563757
91,1.8508688
92,1.9274472
93,2.0174801
94,1.9705226
95,1.8946773
96,1.9372256
97,1.9444792
98,1.9364762
99,1.881182
100,1.894186
101,1.9092293
102,1.9004444
103,1.8906027
104,1.9184092
105,1.9333481
106,1.9365516
107,1.9282956
108,1.9304032
109,1.9197783
110,1.9205478
111,1.9020667
112,1.9402981
113,1.8934233
114,1.8473582
115,1.8798331
116,1.8453306
117,1.8358958
118,1.887923
119,1.869596
120,1.8569376
121,1.9107007
122,1.8913567
123,1.8185704
124,1.868677
125,1.9358441
126,1.9461898
127,1.8365178
128,1.8322943
129,1.8475018
130,1.8727853
131,1.8216642
132,1.8954465
133,1.9800109
134,1.9364455
135,1.8882838
136,1.9000484
137,1.9344857
138,1.9585159
139,1.9313301
140,1.8861147
141,1.8821138
142,1.9295272
143,1.9075875
144,1.797983
145,1.815481
146,1.9113011
147,1.9215131
148,1.8183452
149,1.784359
150,1.8450987
151,1.8552624
152,1.8269802
153,1.8220403
154,1.8038399
155,1.78277
156,1.763122
157,1.7818238
158,1.8002741
159,1.7673284
160,1.6849955
161,1.659716
162,1.7630816
163,1.7532728
164,1.7506795
165,1.7540802
166,1.712604
167,1.7131895
168,1.7152938
169,1.7126648
170,1.7034271
171,1.6990359
172,1.7002752
173,1.6892221
174,1.6637634
175,1.6529931
176,1.6518536
177,1.7015043
178,1.7533921
179,1.7256924
180,1.6817923
181,1.6407076
182,1.6828241
183,1.7245929
184,1.7027833
185,1.6431078
186,1.6169704
187,1.6464151
188,1.6857244
189,1.662398
190,1.656761
191,1.6578519
192,1.6275178
193,1.622084
194,1.6387746
195,1.6684139
196,1.6648079
197,1.6514188
198,1.6480232
199,1.6482646
200,1.6082006
201,1.5739868
202,1.5637189
203,1.5676478
204,1.5684447
205,1.5736028
206,1.5565751
207,1.5223212
208,1.5361986
209,1.555941
210,1.557181
211,1.5345726
212,1.5194556
213,1.5152137
214,1.5399007
215,1.5539098
216,1.5322199
217,1.5242133
218,1.5282391
219,1.5299395
220,1.5294496
221,1.5386955
222,1.5251064
223,1.5186942
224,1.4909842
225,1.5198145
226,1.5374272
227,1.5441266
228,1.5471519
229,1.5183461
230,1.5209732
231,1.5351605
232,1.5448442
233,1.52635
234,1.5175159
235,1.5137218
236,1.5233715
237,1.5318369
238,1.5246892
239,1.4960688
240,1.4787506
241,1.4953628
242,1.499037
243,1.4767609
244,1.4851869
245,1.4834247
246,1.4756551
247,1.4767045
248,1.4753778
249,1.460001
250,1.4681076
251,1.4682797
252,1.4610165
253,1.4590856
254,1.4483185
255,1.4519392
256,1.446123
257,1.449294
258,1.4645802
259,1.4641225
260,1.4617593
261,1.4517809
262,1.4388407
263,1.4392959
264,1.4288791
265,1.4481196
266,1.450289
267,1.4408861
268,1.4349651
269,1.4268224
270,1.4286116
271,1.4326495
272,1.4531661
273,1.4528886
274,1.4557141
275,1.452214
276,1.4392238
277,1.4297205
278,1.4241152
279,1.4261702
280,1.4320344
281,1.4332834
282,1.4247448
283,1.4213
284,1.4247233
285,1.4235818
286,1.4202073
287,1.4203483
288,1.418728
289,1.4187527
290,1.4139647
291,1.4123945
292,1.4167432
293,1.4171518
294,1.4206516
295,1.4183052
296,1.4125911
297,1.406548
298,1.4060262
299,1.4124825
