delta,transformedValue,naturalValue,delta2,transformedValue2,naturalValue2,delta3,transformedValue3,naturalValue3,loss
0.375,0.6466626,0.6466626,-0.1028125,0.1884411,0.1884411,-0.5,-1.00629,0.36557275,1.8359418
0.375,0.6466626,0.6466626,-0.1028125,0.1884411,0.1884411,-0.25,-0.75629,0.4694047,1.7604318
0.375,0.6466626,0.6466626,-0.1028125,0.1884411,0.1884411,0.0,-0.50629,0.60272753,1.8914005
0.375,0.6466626,0.6466626,-0.1028125,0.1884411,0.1884411,0.25,-0.25629002,0.7739175,2.2957902
0.375,0.6466626,0.6466626,-0.1028125,0.1884411,0.1884411,0.5,-0.0062900186,0.9937297,2.9169173
0.375,0.6466626,0.6466626,-0.1028125,0.1884411,0.1884411,0.75,0.24370998,1.2759743,3.713814
0.375,0.6466626,0.6466626,-0.1028125,0.1884411,0.1884411,1.0,0.49370998,1.6383834,4.672767
0.375,0.6466626,0.6466626,-0.08812499,0.2031286,0.2031286,-1.0,-1.50629,0.22173108,2.1466782
0.375,0.6466626,0.6466626,-0.08812499,0.2031286,0.2031286,-0.75,-1.25629,0.28470835,1.895465
0.375,0.6466626,0.6466626,-0.08812499,0.2031286,0.2031286,-0.5,-1.00629,0.36557275,1.7500638
0.375,0.6466626,0.6466626,-0.08812499,0.2031286,0.2031286,-0.25,-0.75629,0.4694047,1.7713966
0.375,0.6466626,0.6466626,-0.08812499,0.2031286,0.2031286,0.0,-0.50629,0.60272753,2.026029
0.375,0.6466626,0.6466626,-0.08812499,0.2031286,0.2031286,0.25,-0.25629002,0.7739175,2.546991
0.375,0.6466626,0.6466626,-0.08812499,0.2031286,0.2031286,0.5,-0.0062900186,0.9937297,3.2548132
0.375,0.6466626,0.6466626,-0.08812499,0.2031286,0.2031286,0.75,0.24370998,1.2759743,4.124565
0.375,0.6466626,0.6466626,-0.08812499,0.2031286,0.2031286,1.0,0.49370998,1.6383834,5.148406
0.375,0.6466626,0.6466626,-0.07343751,0.21781608,0.21781608,-1.0,-1.50629,0.22173108,2.0101876
0.375,0.6466626,0.6466626,-0.07343751,0.21781608,0.21781608,-0.75,-1.25629,0.28470835,1.7927248
0.375,0.6466626,0.6466626,-0.07343751,0.21781608,0.21781608,-0.5,-1.00629,0.36557275,1.7107869
0.375,0.6466626,0.6466626,-0.07343751,0.21781608,0.21781608,-0.25,-0.75629,0.4694047,1.8233002
0.375,0.6466626,0.6466626,-0.07343751,0.21781608,0.21781608,0.0,-0.50629,0.60272753,2.1710684
0.375,0.6466626,0.6466626,-0.07343751,0.21781608,0.21781608,0.25,-0.25629002,0.7739175,2.768854
0.375,0.6466626,0.6466626,-0.07343751,0.21781608,0.21781608,0.5,-0.0062900186,0.9937297,3.5340164
0.375,0.6466626,0.6466626,-0.07343751,0.21781608,0.21781608,0.75,0.24370998,1.2759743,4.451367
0.375,0.6466626,0.6466626,-0.07343751,0.21781608,0.21781608,1.0,0.49370998,1.6383834,5.5160413
0.375,0.6466626,0.6466626,-0.058750004,0.2325036,0.2325036,-1.0,-1.50629,0.22173108,1.8888986
0.375,0.6466626,0.6466626,-0.058750004,0.2325036,0.2325036,-0.75,-1.25629,0.28470835,1.7182051
0.375,0.6466626,0.6466626,-0.058750004,0.2325036,0.2325036,-0.5,-1.00629,0.36557275,1.7087653
0.375,0.6466626,0.6466626,-0.058750004,0.2325036,0.2325036,-0.25,-0.75629,0.4694047,1.9122006
0.375,0.6466626,0.6466626,-0.058750004,0.2325036,0.2325036,0.0,-0.50629,0.60272753,2.347935
0.375,0.6466626,0.6466626,-0.058750004,0.2325036,0.2325036,0.25,-0.25629002,0.7739175,3.013684
0.375,0.6466626,0.6466626,-0.058750004,0.2325036,0.2325036,0.5,-0.0062900186,0.9937297,3.8387249
0.375,0.6466626,0.6466626,-0.058750004,0.2325036,0.2325036,0.75,0.24370998,1.2759743,4.81095
0.375,0.6466626,0.6466626,-0.058750004,0.2325036,0.2325036,1.0,0.49370998,1.6383834,5.9296856
0.375,0.6466626,0.6466626,-0.044062495,0.2471911,0.2471911,-1.0,-1.50629,0.22173108,1.8012162
0.375,0.6466626,0.6466626,-0.044062495,0.2471911,0.2471911,-0.75,-1.25629,0.28470835,1.6747022
0.375,0.6466626,0.6466626,-0.044062495,0.2471911,0.2471911,-0.5,-1.00629,0.36557275,1.7392066
0.375,0.6466626,0.6466626,-0.044062495,0.2471911,0.2471911,-0.25,-0.75629,0.4694047,2.0118313
0.375,0.6466626,0.6466626,-0.044062495,0.2471911,0.2471911,0.0,-0.50629,0.60272753,2.5061104
0.375,0.6466626,0.6466626,-0.044062495,0.2471911,0.2471911,0.25,-0.25629002,0.7739175,3.2127304
0.375,0.6466626,0.6466626,-0.044062495,0.2471911,0.2471911,0.5,-0.0062900186,0.9937297,4.075263
0.375,0.6466626,0.6466626,-0.044062495,0.2471911,0.2471911,0.75,0.24370998,1.2759743,5.0835667
0.375,0.6466626,0.6466626,-0.044062495,0.2471911,0.2471911,1.0,0.49370998,1.6383834,6.2353997
0.375,0.6466626,0.6466626,-0.029374987,0.2618786,0.2618786,-1.0,-1.50629,0.22173108,1.7332436
0.375,0.6466626,0.6466626,-0.029374987,0.2618786,0.2618786,-0.75,-1.25629,0.28470835,1.6525433
0.375,0.6466626,0.6466626,-0.029374987,0.2618786,0.2618786,-0.5,-1.00629,0.36557275,1.7840945
0.375,0.6466626,0.6466626,-0.029374987,0.2618786,0.2618786,-0.25,-0.75629,0.4694047,2.1111395
0.375,0.6466626,0.6466626,-0.029374987,0.2618786,0.2618786,0.0,-0.50629,0.60272753,2.6603267
0.375,0.6466626,0.6466626,-0.029374987,0.2618786,0.2618786,0.25,-0.25629002,0.7739175,3.4105315
0.375,0.6466626,0.6466626,-0.029374987,0.2618786,0.2618786,0.5,-0.0062900186,0.9937297,4.313203
0.375,0.6466626,0.6466626,-0.029374987,0.2618786,0.2618786,0.75,0.24370998,1.2759743,5.357231
0.375,0.6466626,0.6466626,-0.029374987,0.2618786,0.2618786,1.0,0.49370998,1.6383834,6.5372233
0.375,0.6466626,0.6466626,-0.014687508,0.2765661,0.2765661,-1.0,-1.50629,0.22173108,1.7069741
0.375,0.6466626,0.6466626,-0.014687508,0.2765661,0.2765661,-0.75,-1.25629,0.28470835,1.6514096
0.375,0.6466626,0.6466626,-0.014687508,0.2765661,0.2765661,-0.5,-1.00629,0.36557275,1.8077451
0.375,0.6466626,0.6466626,-0.014687508,0.2765661,0.2765661,-0.25,-0.75629,0.4694047,2.1575284
0.375,0.6466626,0.6466626,-0.014687508,0.2765661,0.2765661,0.0,-0.50629,0.60272753,2.7345262
0.375,0.6466626,0.6466626,-0.014687508,0.2765661,0.2765661,0.25,-0.25629002,0.7739175,3.504531
0.375,0.6466626,0.6466626,-0.014687508,0.2765661,0.2765661,0.5,-0.0062900186,0.9937297,4.42567
0.375,0.6466626,0.6466626,-0.014687508,0.2765661,0.2765661,0.75,0.24370998,1.2759743,5.482193
0.375,0.6466626,0.6466626,-0.014687508,0.2765661,0.2765661,1.0,0.49370998,1.6383834,6.675854
0.375,0.6466626,0.6466626,0.0,0.2912536,0.2912536,-1.0,-1.50629,0.22173108,1.6796951
0.375,0.6466626,0.6466626,0.0,0.2912536,0.2912536,-0.75,-1.25629,0.28470835,1.6386776
0.375,0.6466626,0.6466626,0.0,0.2912536,0.2912536,-0.5,-1.00629,0.36557275,1.8138913
0.375,0.6466626,0.6466626,0.0,0.2912536,0.2912536,-0.25,-0.75629,0.4694047,2.1779695
0.375,0.6466626,0.6466626,0.0,0.2912536,0.2912536,0.0,-0.50629,0.60272753,2.7739897
0.375,0.6466626,0.6466626,0.0,0.2912536,0.2912536,0.25,-0.25629002,0.7739175,3.5593045
0.375,0.6466626,0.6466626,0.0,0.2912536,0.2912536,0.5,-0.0062900186,0.9937297,4.4882464
0.375,0.6466626,0.6466626,0.0,0.2912536,0.2912536,0.75,0.24370998,1.2759743,5.55195
0.375,0.6466626,0.6466626,0.0,0.2912536,0.2912536,1.0,0.49370998,1.6383834,6.7548933
0.375,0.6466626,0.6466626,0.014687508,0.3059411,0.3059411,-1.0,-1.50629,0.22173108,1.6505587
0.375,0.6466626,0.6466626,0.014687508,0.3059411,0.3059411,-0.75,-1.25629,0.28470835,1.6302176
0.375,0.6466626,0.6466626,0.014687508,0.3059411,0.3059411,-0.5,-1.00629,0.36557275,1.8283322
0.375,0.6466626,0.6466626,0.014687508,0.3059411,0.3059411,-0.25,-0.75629,0.4694047,2.206444
0.375,0.6466626,0.6466626,0.014687508,0.3059411,0.3059411,0.0,-0.50629,0.60272753,2.8252046
0.375,0.6466626,0.6466626,0.014687508,0.3059411,0.3059411,0.25,-0.25629002,0.7739175,3.6285622
0.375,0.6466626,0.6466626,0.014687508,0.3059411,0.3059411,0.5,-0.0062900186,0.9937297,4.571872
0.375,0.6466626,0.6466626,0.014687508,0.3059411,0.3059411,0.75,0.24370998,1.2759743,5.650017
0.375,0.6466626,0.6466626,0.014687508,0.3059411,0.3059411,1.0,0.49370998,1.6383834,6.86719
0.375,0.6466626,0.6466626,0.029374987,0.32062858,0.32062858,-1.0,-1.50629,0.22173108,1.6237417
0.375,0.6466626,0.6466626,0.029374987,0.32062858,0.32062858,-0.75,-1.25629,0.28470835,1.6212895
0.375,0.6466626,0.6466626,0.029374987,0.32062858,0.32062858,-0.5,-1.00629,0.36557275,1.8343687
0.375,0.6466626,0.6466626,0.029374987,0.32062858,0.32062858,-0.25,-0.75629,0.4694047,2.2273893
0.375,0.6466626,0.6466626,0.029374987,0.32062858,0.32062858,0.0,-0.50629,0.60272753,2.8714738
0.375,0.6466626,0.6466626,0.029374987,0.32062858,0.32062858,0.25,-0.25629002,0.7739175,3.6894453
0.375,0.6466626,0.6466626,0.029374987,0.32062858,0.32062858,0.5,-0.0062900186,0.9937297,4.641889
0.375,0.6466626,0.6466626,0.029374987,0.32062858,0.32062858,0.75,0.24370998,1.2759743,5.729921
0.375,0.6466626,0.6466626,0.029374987,0.32062858,0.32062858,1.0,0.49370998,1.6383834,6.959911
0.375,0.6466626,0.6466626,0.044062525,0.33531612,0.33531612,-1.0,-1.50629,0.22173108,1.5986702
0.375,0.6466626,0.6466626,0.044062525,0.33531612,0.33531612,-0.75,-1.25629,0.28470835,1.6264614
0.375,0.6466626,0.6466626,0.044062525,0.33531612,0.33531612,-0.5,-1.00629,0.36557275,1.8607973
0.375,0.6466626,0.6466626,0.044062525,0.33531612,0.33531612,-0.25,-0.75629,0.4694047,2.271391
0.375,0.6466626,0.6466626,0.044062525,0.33531612,0.33531612,0.0,-0.50629,0.60272753,2.936194
0.375,0.6466626,0.6466626,0.044062525,0.33531612,0.33531612,0.25,-0.25629002,0.7739175,3.759669
0.375,0.6466626,0.6466626,0.044062525,0.33531612,0.33531612,0.5,-0.0062900186,0.9937297,4.721119
0.375,0.6466626,0.6466626,0.044062525,0.33531612,0.33531612,0.75,0.24370998,1.2759743,5.821973
0.375,0.6466626,0.6466626,0.044062525,0.33531612,0.33531612,1.0,0.49370998,1.6383834,7.063668
0.375,0.6466626,0.6466626,0.058750004,0.3500036,0.3500036,-1.0,-1.50629,0.22173108,1.575557
0.375,0.6466626,0.6466626,0.058750004,0.3500036,0.3500036,-0.75,-1.25629,0.28470835,1.627248
0.375,0.6466626,0.6466626,0.058750004,0.3500036,0.3500036,-0.5,-1.00629,0.36557275,1.8765535
0.375,0.6466626,0.6466626,0.058750004,0.3500036,0.3500036,-0.25,-0.75629,0.4694047,2.2959867
0.375,0.6466626,0.6466626,0.058750004,0.3500036,0.3500036,0.0,-0.50629,0.60272753,2.9717135
0.375,0.6466626,0.6466626,0.058750004,0.3500036,0.3500036,0.25,-0.25629002,0.7739175,3.803474
0.375,0.6466626,0.6466626,0.058750004,0.3500036,0.3500036,0.5,-0.0062900186,0.9937297,4.771833
0.375,0.6466626,0.6466626,0.058750004,0.3500036,0.3500036,0.75,0.24370998,1.2759743,5.8768625
0.375,0.6466626,0.6466626,0.058750004,0.3500036,0.3500036,1.0,0.49370998,1.6383834,7.1224537
0.375,0.6466626,0.6466626,0.07343748,0.36469108,0.36469108,-1.0,-1.50629,0.22173108,1.5547282
0.375,0.6466626,0.6466626,0.07343748,0.36469108,0.36469108,-0.75,-1.25629,0.28470835,1.6245059
0.375,0.6466626,0.6466626,0.07343748,0.36469108,0.36469108,-0.5,-1.00629,0.36557275,1.8870713
0.375,0.6466626,0.6466626,0.07343748,0.36469108,0.36469108,-0.25,-0.75629,0.4694047,2.3230712
0.375,0.6466626,0.6466626,0.07343748,0.36469108,0.36469108,0.0,-0.50629,0.60272753,3.0156875
0.375,0.6466626,0.6466626,0.07343748,0.36469108,0.36469108,0.25,-0.25629002,0.7739175,3.857176
0.375,0.6466626,0.6466626,0.07343748,0.36469108,0.36469108,0.5,-0.0062900186,0.9937297,4.8325586
0.375,0.6466626,0.6466626,0.07343748,0.36469108,0.36469108,0.75,0.24370998,1.2759743,5.9446216
0.375,0.6466626,0.6466626,0.07343748,0.36469108,0.36469108,1.0,0.49370998,1.6383834,7.199198
0.375,0.6466626,0.6466626,0.08812502,0.37937862,0.37937862,-1.0,-1.50629,0.22173108,1.538663
0.375,0.6466626,0.6466626,0.08812502,0.37937862,0.37937862,-0.75,-1.25629,0.28470835,1.6112098
0.375,0.6466626,0.6466626,0.08812502,0.37937862,0.37937862,-0.5,-1.00629,0.36557275,1.8767415
0.375,0.6466626,0.6466626,0.08812502,0.37937862,0.37937862,-0.25,-0.75629,0.4694047,2.3208816
0.375,0.6466626,0.6466626,0.08812502,0.37937862,0.37937862,0.0,-0.50629,0.60272753,3.028649
0.375,0.6466626,0.6466626,0.08812502,0.37937862,0.37937862,0.25,-0.25629002,0.7739175,3.8807087
0.375,0.6466626,0.6466626,0.08812502,0.37937862,0.37937862,0.5,-0.0062900186,0.9937297,4.8673143
0.375,0.6466626,0.6466626,0.08812502,0.37937862,0.37937862,0.75,0.24370998,1.2759743,5.989366
0.375,0.6466626,0.6466626,0.08812502,0.37937862,0.37937862,1.0,0.49370998,1.6383834,7.2513466
0.375,0.6466626,0.6466626,0.1028125,0.3940661,0.3940661,-1.0,-1.50629,0.22173108,1.5213175
0.375,0.6466626,0.6466626,0.1028125,0.3940661,0.3940661,-0.75,-1.25629,0.28470835,1.5980647
0.375,0.6466626,0.6466626,0.1028125,0.3940661,0.3940661,-0.5,-1.00629,0.36557275,1.8664503
0.375,0.6466626,0.6466626,0.1028125,0.3940661,0.3940661,-0.25,-0.75629,0.4694047,2.3232367
0.375,0.6466626,0.6466626,0.1028125,0.3940661,0.3940661,0.0,-0.50629,0.60272753,3.0391827
0.375,0.6466626,0.6466626,0.1028125,0.3940661,0.3940661,0.25,-0.25629002,0.7739175,3.899403
0.375,0.6466626,0.6466626,0.1028125,0.3940661,0.3940661,0.5,-0.0062900186,0.9937297,4.891793
0.375,0.6466626,0.6466626,0.1028125,0.3940661,0.3940661,0.75,0.24370998,1.2759743,6.0165205
0.375,0.6466626,0.6466626,0.1028125,0.3940661,0.3940661,1.0,0.49370998,1.6383834,7.2791634
0.375,0.6466626,0.6466626,0.11749998,0.40875357,0.40875357,-1.0,-1.50629,0.22173108,1.4919357
0.375,0.6466626,0.6466626,0.11749998,0.40875357,0.40875357,-0.75,-1.25629,0.28470835,1.5770341
0.375,0.6466626,0.6466626,0.11749998,0.40875357,0.40875357,-0.5,-1.00629,0.36557275,1.8581269
0.375,0.6466626,0.6466626,0.11749998,0.40875357,0.40875357,-0.25,-0.75629,0.4694047,2.3341744
0.375,0.6466626,0.6466626,0.11749998,0.40875357,0.40875357,0.0,-0.50629,0.60272753,3.0641668
0.375,0.6466626,0.6466626,0.11749998,0.40875357,0.40875357,0.25,-0.25629002,0.7739175,3.9311314
0.375,0.6466626,0.6466626,0.11749998,0.40875357,0.40875357,0.5,-0.0062900186,0.9937297,4.9284625
0.375,0.6466626,0.6466626,0.11749998,0.40875357,0.40875357,0.75,0.24370998,1.2759743,6.0540304
0.375,0.6466626,0.6466626,0.11749998,0.40875357,0.40875357,1.0,0.49370998,1.6383834,7.314559
0.375,0.6466626,0.6466626,0.13218752,0.4234411,0.4234411,-1.0,-1.50629,0.22173108,1.4634973
0.375,0.6466626,0.6466626,0.13218752,0.4234411,0.4234411,-0.75,-1.25629,0.28470835,1.5460268
0.375,0.6466626,0.6466626,0.13218752,0.4234411,0.4234411,-0.5,-1.00629,0.36557275,1.8365055
0.375,0.6466626,0.6466626,0.13218752,0.4234411,0.4234411,-0.25,-0.75629,0.4694047,2.3341148
0.375,0.6466626,0.6466626,0.13218752,0.4234411,0.4234411,0.0,-0.50629,0.60272753,3.0814414
0.375,0.6466626,0.6466626,0.13218752,0.4234411,0.4234411,0.25,-0.25629002,0.7739175,3.961819
0.375,0.6466626,0.6466626,0.13218752,0.4234411,0.4234411,0.5,-0.0062900186,0.9937297,4.9655504
0.375,0.6466626,0.6466626,0.13218752,0.4234411,0.4234411,0.75,0.24370998,1.2759743,6.0950913
0.375,0.6466626,0.6466626,0.13218752,0.4234411,0.4234411,1.0,0.49370998,1.6383834,7.359404
0.375,0.6466626,0.6466626,0.146875,0.4381286,0.4381286,-1.0,-1.50629,0.22173108,1.4426422
0.375,0.6466626,0.6466626,0.146875,0.4381286,0.4381286,-0.75,-1.25629,0.28470835,1.5146838
0.375,0.6466626,0.6466626,0.146875,0.4381286,0.4381286,-0.5,-1.00629,0.36557275,1.8127098
0.375,0.6466626,0.6466626,0.146875,0.4381286,0.4381286,-0.25,-0.75629,0.4694047,2.3242972
0.375,0.6466626,0.6466626,0.146875,0.4381286,0.4381286,0.0,-0.50629,0.60272753,3.0799286
0.375,0.6466626,0.6466626,0.146875,0.4381286,0.4381286,0.25,-0.25629002,0.7739175,3.9649558
0.375,0.6466626,0.6466626,0.146875,0.4381286,0.4381286,0.5,-0.0062900186,0.9937297,4.9703765
0.375,0.6466626,0.6466626,0.146875,0.4381286,0.4381286,0.75,0.24370998,1.2759743,6.099049
0.375,0.6466626,0.6466626,0.146875,0.4381286,0.4381286,1.0,0.49370998,1.6383834,7.358289
0.375,0.6466626,0.6466626,0.16156247,0.45281607,0.45281607,-1.0,-1.50629,0.22173108,1.215512
0.375,0.6466626,0.6466626,0.16156247,0.45281607,0.45281607,-0.75,-1.25629,0.28470835,1.3024198
0.375,0.6466626,0.6466626,0.16156247,0.45281607,0.45281607,-0.5,-1.00629,0.36557275,1.6515759
0.375,0.6466626,0.6466626,0.16156247,0.45281607,0.45281607,-0.25,-0.75629,0.4694047,2.209704
0.375,0.6466626,0.6466626,0.16156247,0.45281607,0.45281607,0.0,-0.50629,0.60272753,3.0055373
0.375,0.6466626,0.6466626,0.16156247,0.45281607,0.45281607,0.25,-0.25629002,0.7739175,3.9197617
0.375,0.6466626,0.6466626,0.16156247,0.45281607,0.45281607,0.5,-0.0062900186,0.9937297,4.947049
0.375,0.6466626,0.6466626,0.16156247,0.45281607,0.45281607,0.75,0.24370998,1.2759743,6.090246
0.375,0.6466626,0.6466626,0.16156247,0.45281607,0.45281607,1.0,0.49370998,1.6383834,7.3591094
0.375,0.6466626,0.6466626,0.17625001,0.4675036,0.4675036,-1.0,-1.50629,0.22173108,1.0909556
0.375,0.6466626,0.6466626,0.17625001,0.4675036,0.4675036,-0.75,-1.25629,0.28470835,1.2034391
0.375,0.6466626,0.6466626,0.17625001,0.4675036,0.4675036,-0.5,-1.00629,0.36557275,1.5745031
0.375,0.6466626,0.6466626,0.17625001,0.4675036,0.4675036,-0.25,-0.75629,0.4694047,2.1453562
0.375,0.6466626,0.6466626,0.17625001,0.4675036,0.4675036,0.0,-0.50629,0.60272753,2.953357
0.375,0.6466626,0.6466626,0.17625001,0.4675036,0.4675036,0.25,-0.25629002,0.7739175,3.8758986
0.375,0.6466626,0.6466626,0.17625001,0.4675036,0.4675036,0.5,-0.0062900186,0.9937297,4.9054103
0.375,0.6466626,0.6466626,0.17625001,0.4675036,0.4675036,0.75,0.24370998,1.2759743,6.0472565
0.375,0.6466626,0.6466626,0.17625001,0.4675036,0.4675036,1.0,0.49370998,1.6383834,7.3125515
0.375,0.6466626,0.6466626,0.19093749,0.4821911,0.4821911,-1.0,-1.50629,0.22173108,1.4086887
0.375,0.6466626,0.6466626,0.19093749,0.4821911,0.4821911,-0.75,-1.25629,0.28470835,1.5019038
0.375,0.6466626,0.6466626,0.19093749,0.4821911,0.4821911,-0.5,-1.00629,0.36557275,1.820096
0.375,0.6466626,0.6466626,0.19093749,0.4821911,0.4821911,-0.25,-0.75629,0.4694047,2.342382
0.375,0.6466626,0.6466626,0.19093749,0.4821911,0.4821911,0.0,-0.50629,0.60272753,3.1126084
0.375,0.6466626,0.6466626,0.19093749,0.4821911,0.4821911,0.25,-0.25629002,0.7739175,4.008752
0.375,0.6466626,0.6466626,0.19093749,0.4821911,0.4821911,0.5,-0.0062900186,0.9937297,5.020598
0.375,0.6466626,0.6466626,0.19093749,0.4821911,0.4821911,0.75,0.24370998,1.2759743,6.152397
0.375,0.6466626,0.6466626,0.19093749,0.4821911,0.4821911,1.0,0.49370998,1.6383834,7.411408
0.375,0.6466626,0.6466626,0.20562503,0.49687862,0.49687862,-1.0,-1.50629,0.22173108,1.4181453
0.375,0.6466626,0.6466626,0.20562503,0.49687862,0.49687862,-0.75,-1.25629,0.28470835,1.5159926
0.375,0.6466626,0.6466626,0.20562503,0.49687862,0.49687862,-0.5,-1.00629,0.36557275,1.8192314
0.375,0.6466626,0.6466626,0.20562503,0.49687862,0.49687862,-0.25,-0.75629,0.4694047,2.3208532
0.375,0.6466626,0.6466626,0.20562503,0.49687862,0.49687862,0.0,-0.50629,0.60272753,3.0745356
0.375,0.6466626,0.6466626,0.20562503,0.49687862,0.49687862,0.25,-0.25629002,0.7739175,3.9663725
0.375,0.6466626,0.6466626,0.20562503,0.49687862,0.49687862,0.5,-0.0062900186,0.9937297,4.9836793
0.375,0.6466626,0.6466626,0.20562503,0.49687862,0.49687862,0.75,0.24370998,1.2759743,6.1215544
0.375,0.6466626,0.6466626,0.20562503,0.49687862,0.49687862,1.0,0.49370998,1.6383834,7.384729
0.375,0.6466626,0.6466626,0.2203125,0.5115661,0.5115661,-1.0,-1.50629,0.22173108,1.5279685
0.375,0.6466626,0.6466626,0.2203125,0.5115661,0.5115661,-0.75,-1.25629,0.28470835,1.6258667
0.375,0.6466626,0.6466626,0.2203125,0.5115661,0.5115661,-0.5,-1.00629,0.36557275,1.9390551
0.375,0.6466626,0.6466626,0.2203125,0.5115661,0.5115661,-0.25,-0.75629,0.4694047,2.4404786
0.375,0.6466626,0.6466626,0.2203125,0.5115661,0.5115661,0.0,-0.50629,0.60272753,3.1805754
0.375,0.6466626,0.6466626,0.2203125,0.5115661,0.5115661,0.25,-0.25629002,0.7739175,4.0393395
0.375,0.6466626,0.6466626,0.2203125,0.5115661,0.5115661,0.5,-0.0062900186,0.9937297,5.0153213
0.375,0.6466626,0.6466626,0.2203125,0.5115661,0.5115661,0.75,0.24370998,1.2759743,6.118476
0.375,0.6466626,0.6466626,0.2203125,0.5115661,0.5115661,1.0,0.49370998,1.6383834,7.3613486
0.375,0.6466626,0.6466626,0.23499998,0.5262536,0.5262536,-1.0,-1.50629,0.22173108,1.5221236
0.375,0.6466626,0.6466626,0.23499998,0.5262536,0.5262536,-0.75,-1.25629,0.28470835,1.6181316
0.375,0.6466626,0.6466626,0.23499998,0.5262536,0.5262536,-0.5,-1.00629,0.36557275,1.9340703
0.375,0.6466626,0.6466626,0.23499998,0.5262536,0.5262536,-0.25,-0.75629,0.4694047,2.43787
0.375,0.6466626,0.6466626,0.23499998,0.5262536,0.5262536,0.0,-0.50629,0.60272753,3.1714823
0.375,0.6466626,0.6466626,0.23499998,0.5262536,0.5262536,0.25,-0.25629002,0.7739175,4.02808
0.375,0.6466626,0.6466626,0.23499998,0.5262536,0.5262536,0.5,-0.0062900186,0.9937297,5.003878
0.375,0.6466626,0.6466626,0.23499998,0.5262536,0.5262536,0.75,0.24370998,1.2759743,6.106073
0.375,0.6466626,0.6466626,0.23499998,0.5262536,0.5262536,1.0,0.49370998,1.6383834,7.345085
0.375,0.6466626,0.6466626,0.24968752,0.5409411,0.5409411,-1.0,-1.50629,0.22173108,1.4551351
0.375,0.6466626,0.6466626,0.24968752,0.5409411,0.5409411,-0.75,-1.25629,0.28470835,1.5402027
0.375,0.6466626,0.6466626,0.24968752,0.5409411,0.5409411,-0.5,-1.00629,0.36557275,1.8429456
0.375,0.6466626,0.6466626,0.24968752,0.5409411,0.5409411,-0.25,-0.75629,0.4694047,2.3369954
0.375,0.6466626,0.6466626,0.24968752,0.5409411,0.5409411,0.0,-0.50629,0.60272753,3.0740435
0.375,0.6466626,0.6466626,0.24968752,0.5409411,0.5409411,0.25,-0.25629002,0.7739175,3.950721
0.375,0.6466626,0.6466626,0.24968752,0.5409411,0.5409411,0.5,-0.0062900186,0.9937297,4.9538617
0.375,0.6466626,0.6466626,0.24968752,0.5409411,0.5409411,0.75,0.24370998,1.2759743,6.079818
0.375,0.6466626,0.6466626,0.24968752,0.5409411,0.5409411,1.0,0.49370998,1.6383834,7.3348517
0.375,0.6466626,0.6466626,0.264375,0.5556286,0.5556286,-1.0,-1.50629,0.22173108,1.4485068
0.375,0.6466626,0.6466626,0.264375,0.5556286,0.5556286,-0.75,-1.25629,0.28470835,1.5142692
0.375,0.6466626,0.6466626,0.264375,0.5556286,0.5556286,-0.5,-1.00629,0.36557275,1.802945
0.375,0.6466626,0.6466626,0.264375,0.5556286,0.5556286,-0.25,-0.75629,0.4694047,2.3014424
0.375,0.6466626,0.6466626,0.264375,0.5556286,0.5556286,0.0,-0.50629,0.60272753,3.0474758
0.375,0.6466626,0.6466626,0.264375,0.5556286,0.5556286,0.25,-0.25629002,0.7739175,3.9266915
0.375,0.6466626,0.6466626,0.264375,0.5556286,0.5556286,0.5,-0.0062900186,0.9937297,4.927175
0.375,0.6466626,0.6466626,0.264375,0.5556286,0.5556286,0.75,0.24370998,1.2759743,6.049896
0.375,0.6466626,0.6466626,0.264375,0.5556286,0.5556286,1.0,0.49370998,1.6383834,7.30347
0.375,0.6466626,0.6466626,0.27906248,0.5703161,0.5703161,-1.0,-1.50629,0.22173108,1.2316061
0.375,0.6466626,0.6466626,0.27906248,0.5703161,0.5703161,-0.75,-1.25629,0.28470835,1.2937912
0.375,0.6466626,0.6466626,0.27906248,0.5703161,0.5703161,-0.5,-1.00629,0.36557275,1.6129227
0.375,0.6466626,0.6466626,0.27906248,0.5703161,0.5703161,-0.25,-0.75629,0.4694047,2.1402845
0.375,0.6466626,0.6466626,0.27906248,0.5703161,0.5703161,0.0,-0.50629,0.60272753,2.9102502
0.375,0.6466626,0.6466626,0.27906248,0.5703161,0.5703161,0.25,-0.25629002,0.7739175,3.8107638
0.375,0.6466626,0.6466626,0.27906248,0.5703161,0.5703161,0.5,-0.0062900186,0.9937297,4.829272
0.375,0.6466626,0.6466626,0.27906248,0.5703161,0.5703161,0.75,0.24370998,1.2759743,5.9667544
0.375,0.6466626,0.6466626,0.27906248,0.5703161,0.5703161,1.0,0.49370998,1.6383834,7.2305026
0.375,0.6466626,0.6466626,0.29375002,0.5850036,0.5850036,-1.0,-1.50629,0.22173108,1.348252
0.375,0.6466626,0.6466626,0.29375002,0.5850036,0.5850036,-0.75,-1.25629,0.28470835,1.3847885
0.375,0.6466626,0.6466626,0.29375002,0.5850036,0.5850036,-0.5,-1.00629,0.36557275,1.6695324
0.375,0.6466626,0.6466626,0.29375002,0.5850036,0.5850036,-0.25,-0.75629,0.4694047,2.1696157
0.375,0.6466626,0.6466626,0.29375002,0.5850036,0.5850036,0.0,-0.50629,0.60272753,2.9191225
